,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
189,9.6451,-18.4269,-19.3898,-19.7685,-19.9182,-19.649,0.3458,7.1448,-0.2402,14.3864,1.4691,7.142,0.169,4.437,-9.8853
190,9.1812,-17.9518,-18.6936,-19.0406,-19.0752,-19.0051,0.3381,7.8358,-0.2975,11.6602,-0.002,1.877,0.098,1.118,-9.4787
192,9.9316,-19.3189,-20.2417,-20.6837,-20.8766,-21.022,0.3967,8.4289,0.3034,12.1288,-0.2804,2.256,0.189,1.367,-9.6282
193,10.059,-18.0385,-19.3751,-19.9281,-20.1642,-20.3671,0.504,7.7291,-0.3172,11.9185,-0.054,5.834,0.0,3.476,-10.3762
194,8.7826,-17.6837,-18.4861,-18.7336,-18.7331,-18.6458,0.2227,6.7554,-0.3892,11.5028,-0.8032,4.114,0.0,2.451,-9.1717
195,10.1442,-18.8212,-19.6131,-20.147,-20.4194,-20.6015,0.4755,7.3792,-0.1185,11.9326,-0.3409,9.758,0.04,5.961,-10.2627
196,9.3757,-17.8579,-18.9541,-19.2871,-19.4738,-19.7868,0.2986,6.7648,-0.6702,11.6503,-1.085,8.144,0.093,5.084,-10.0459
197,9.8408,-17.6307,-19.3371,-19.9372,-20.2556,-20.2261,0.4961,7.1739,-0.4881,11.9775,-0.3591,8.64,0.02,5.219,-10.3289
198,9.1397,-17.495,-18.6085,-18.8875,-19.0411,-18.9518,0.3365,6.6374,-0.9941,11.551,0.4004,7.133,0.15,4.425,-10.1338
199,10.1418,-19.0889,-20.134,-20.6329,-20.6887,-20.7609,0.5014,7.83,-0.002,11.9694,0.2462,5.746,0.098,3.512,-10.1438
200,9.0554,-17.4149,-18.458,-18.7168,-18.8661,-18.5828,0.2858,7.2107,-0.6687,11.5068,-0.4489,3.317,0.089,2.064,-9.7241
202,9.2536,-18.2492,-19.0199,-19.3146,-19.3801,-19.4027,0.2796,7.3985,-0.2349,11.6189,-0.6067,3.409,0.192,2.17,-9.4885
203,8.3144,-16.0001,-17.0481,-17.3664,-17.3257,-17.3935,0.3102,6.6713,-1.0372,11.3208,-0.4517,2.646,0.0,1.576,-9.3516
204,9.8881,-18.5155,-19.6879,-20.1046,-20.0367,-19.7395,0.3904,7.4171,-0.2183,13.3472,1.1569,6.902,0.278,4.455,-10.1064
205,9.3864,-17.7819,-18.7892,-19.1423,-19.2326,-19.3812,0.3365,7.4191,-0.4935,11.6115,-1.1206,3.838,0.208,2.399,-9.8799
206,10.6116,-19.5236,-20.7116,-21.2729,-21.5068,-21.5898,0.5221,8.0012,-0.1707,12.3195,-0.083,8.131,0.032,4.938,-10.7823
207,10.2389,-17.7296,-18.8863,-19.656,-20.0934,-20.4171,0.6287,8.1876,0.0508,11.9755,-0.6035,4.294,0.007,2.565,-10.1881
208,10.5539,-18.549,-19.9161,-20.6362,-21.017,-21.2658,0.6033,9.0317,0.7917,12.3097,-1.0155,2.319,0.0,1.382,-9.7622
209,8.6128,-17.5145,-18.2789,-18.4369,-18.4482,-18.4965,0.181,7.0569,-0.4614,11.421,-1.0499,2.393,0.003,1.426,-9.0741
210,9.6915,-18.5356,-19.498,-19.787,-19.767,-19.9622,0.252,7.3209,-0.1335,12.9136,0.863,6.142,0.28,3.955,-9.825
211,10.0781,-18.5988,-19.6834,-20.1824,-20.4078,-20.555,0.4789,8.4223,-0.1252,11.9681,-0.9474,2.72,0.221,1.846,-10.2033
212,9.2349,-17.4446,-18.4634,-18.7998,-18.8623,-18.9436,0.3727,7.4324,-0.751,11.5327,-0.5588,3.183,0.034,1.905,-9.9859
213,9.8488,-18.3966,-19.3804,-19.8399,-20.0658,-20.1595,0.4202,8.0506,-0.2236,11.8331,-0.4941,3.169,0.011,1.905,-10.0724
215,9.3312,-17.9335,-18.9565,-19.3007,-19.3231,-19.2876,0.3896,6.8545,-0.4939,11.6387,-0.1839,6.932,0.093,4.354,-9.8251
216,9.3141,-18.159,-19.1382,-19.5124,-19.7026,-19.7843,0.3623,7.3949,0.584,11.5349,-0.1033,3.635,0.0,2.166,-8.7301
217,9.3411,-17.4123,-18.2631,-18.6412,-18.5046,-18.7687,0.3474,7.0311,-0.6678,11.551,-0.4726,5.631,0.393,3.207,-10.0089
218,10.5732,-18.9832,-20.2672,-20.8462,-21.09,-21.31,0.5206,8.6999,-0.0462,12.2076,0.0836,3.584,0.273,2.571,-10.6194
219,10.0162,-19.3412,-20.311,-20.7051,-20.7661,-20.8237,0.3863,7.5847,0.2319,11.9866,-0.4425,6.628,0.071,4.161,-9.7843
220,10.535,-19.0812,-20.4456,-20.9993,-21.2548,-21.4336,0.5069,8.2201,0.1407,12.2427,-0.0065,5.819,0.11,3.628,-10.3943
221,10.832,-19.1909,-21.5524,-21.9406,-22.4737,-22.6237,0.2932,7.7429,0.806,12.4381,0.6943,14.135,0.119,9.231,-10.026
222,9.115,-17.1502,-18.2184,-18.6362,-18.7918,-18.8842,0.4042,7.2115,-0.6029,11.5541,0.0933,3.552,0.007,2.126,-9.7179
223,9.1855,-17.3565,-18.2736,-18.6635,-18.7544,-18.9501,0.3653,7.2379,-0.5354,11.5436,-0.0168,3.827,0.043,2.307,-9.7209
224,8.932,-17.9976,-18.8955,-19.1941,-19.2779,-19.2694,0.3116,7.5733,-0.1117,13.9936,1.0817,1.907,0.199,1.169,-9.0437
225,10.8644,-19.8206,-21.1919,-21.7942,-21.8817,-21.9529,0.5734,7.9527,0.4671,13.0159,0.7043,11.519,0.192,7.384,-10.3973
226,9.69,-17.8125,-18.8751,-19.3518,-19.5138,-19.7085,0.4573,7.8485,-0.3997,11.703,-0.5807,3.351,0.012,2.017,-10.0897
227,9.6316,-18.1212,-19.3205,-19.7037,-19.6953,-19.0555,0.3648,7.2175,-0.5614,11.7455,-0.4329,6.402,0.121,4.055,-10.193
228,9.18,-19.2054,-19.8887,-20.1199,-20.2458,-20.116,0.085,7.5287,0.4471,11.7923,0.0672,2.696,0.0,1.606,-8.7329
229,9.3822,-17.8537,-18.7315,-19.0363,-19.1575,-19.2121,0.3115,7.5813,-0.499,11.9487,0.4629,3.241,0.34,2.14,-9.8812
230,10.5234,-18.7206,-20.0637,-20.7238,-21.0381,-21.3078,0.5823,8.7057,0.0731,12.2405,-0.7123,3.412,0.464,2.845,-10.4503
231,10.2561,-18.9173,-20.2875,-20.7941,-21.0657,-21.1701,0.4994,7.7227,0.3233,12.1509,0.1284,7.554,0.061,4.635,-9.9328
232,10.3942,-19.6476,-20.7911,-21.246,-21.3494,-21.3644,0.4241,8.0386,0.3186,12.2218,-0.548,6.025,0.035,3.717,-10.0756
233,9.3021,-16.8103,-18.2178,-18.6649,-18.8908,-18.1007,0.4421,6.6485,-0.9141,11.5805,-0.733,8.74,0.169,5.655,-10.2162
234,8.7059,-17.4684,-18.2109,-18.438,-18.4664,-18.5868,0.2098,7.6065,-0.44,11.4339,0.135,1.403,0.248,0.806,-9.1459
235,9.4885,-17.7004,-18.9166,-19.3045,-19.3681,-19.3801,0.3438,7.1669,-0.2612,11.6794,0.4765,5.917,0.412,4.329,-9.7497
236,9.6578,-18.1358,-19.2129,-19.667,-19.9241,-20.0498,0.4606,7.719,-0.8304,11.8211,-0.2685,3.753,0.031,2.299,-10.4882
237,10.3107,-17.6853,-19.1723,-19.9396,-20.2821,-20.4454,0.6605,8.5145,-0.5049,11.9667,-0.051,3.145,0.404,2.152,-10.8156
238,9.0558,-17.1628,-18.083,-18.4064,-18.5319,-18.5912,0.3595,7.2475,-0.7443,11.4878,-0.0333,3.188,0.02,1.895,-9.8001
239,8.9431,-16.7505,-18.1114,-18.4002,-18.5799,-18.0114,0.3456,6.7227,-0.6562,11.4703,0.6481,5.203,0.04,3.168,-9.5993
240,10.3769,-19.1379,-20.5253,-21.0459,-21.2603,-21.4209,0.4695,8.0782,0.0864,12.2521,0.0562,5.688,0.052,3.471,-10.2905
241,9.3159,-17.9771,-18.9292,-19.2922,-19.4438,-19.4068,0.3627,7.5576,-0.4,11.6465,0.3561,2.99,0.117,1.747,-9.7159
242,9.6647,-17.44,-18.5951,-19.0377,-19.2064,-19.1131,0.4637,7.5914,-0.7636,11.6318,-0.4856,4.377,0.154,2.768,-10.4283
243,9.5425,-18.4575,-19.3321,-19.7219,-19.8316,-20.126,0.3537,7.194,0.1319,11.7247,-0.1931,5.96,0.349,3.836,-9.4106
244,10.1245,-18.3382,-19.2645,-19.7385,-19.966,-20.1161,0.4398,8.7341,-0.1945,11.8075,0.4152,1.943,0.373,1.741,-10.319
245,10.1006,-18.7364,-19.825,-20.3254,-20.5874,-20.7204,0.4821,8.3866,-0.0984,11.9676,0.5247,2.88,0.15,1.719,-10.199
246,9.6506,-18.3731,-19.412,-19.8322,-19.6002,-19.3246,0.3841,6.8961,-0.1642,11.7817,-0.7278,9.678,0.093,6.04,-9.8148
247,10.5093,-15.561,-20.6048,-21.1813,-21.4966,-21.7077,0.5303,8.6131,-1.1195,12.3621,0.4509,3.52,0.745,1.792,-11.6288
248,10.0055,-18.8165,-20.1217,-20.3701,-20.4779,-20.3228,0.3617,7.6357,0.0236,11.8129,0.1594,6.142,0.118,3.739,-9.9819
249,9.6333,-17.9702,-18.9531,-19.431,-19.6317,-19.9245,0.4397,7.229,-0.2965,11.7391,-0.2975,6.345,0.084,4.081,-9.9298
250,9.1868,-18.0001,-18.8227,-19.0978,-19.2213,-19.2922,0.3018,7.9112,-0.3463,12.0038,-0.6671,1.751,0.195,1.092,-9.5331
251,9.9185,-17.7788,-19.0658,-19.5724,-19.8161,-19.6784,0.4716,7.8307,-0.6705,11.7863,0.0725,4.444,0.037,2.72,-10.589
252,9.3078,-17.1837,-18.3255,-18.7606,-18.8998,-18.958,0.4291,7.6227,-0.7218,13.1002,-0.1938,2.783,0.218,1.793,-10.0296
253,9.3891,-17.3402,-18.4122,-18.836,-18.9946,-19.1626,0.3932,7.2743,-1.1058,11.5901,-0.2464,4.545,0.017,2.741,-10.4949
254,10.4474,-19.5369,-20.8045,-21.297,-21.4627,-21.5863,0.472,8.0542,0.1263,12.2461,0.4894,6.324,0.167,4.293,-10.3211
255,10.1203,-18.0074,-19.8734,-20.3383,-20.1115,-19.5138,0.4444,7.5441,-0.3384,11.9397,-0.801,7.785,0.167,5.094,-10.4587
256,9.7201,-18.4418,-19.3981,-19.7582,-19.7815,-19.8521,0.3475,7.6198,-0.2118,11.7417,-1.1552,4.496,0.137,2.8,-9.9319
257,10.3226,-18.7287,-19.8597,-20.3755,-20.6301,-20.8259,0.4736,8.45,-0.1249,12.0127,-0.6758,3.515,0.371,2.277,-10.4475
258,10.5789,-20.0068,-21.103,-21.5807,-21.7307,-21.8046,0.4182,8.0024,0.6932,14.1012,0.6828,7.923,0.328,5.095,-9.8857
259,10.2228,-19.7004,-20.795,-21.1996,-21.1845,-21.0518,0.3473,7.5986,0.4987,12.2209,-0.5759,8.196,0.118,5.309,-9.7241
260,9.7324,-19.5857,-20.4037,-20.678,-20.6672,-20.5572,0.2369,7.2017,0.3659,12.176,0.2904,7.365,0.149,4.555,-9.3665
261,9.6341,-18.2572,-19.281,-19.7194,-19.9927,-19.7577,0.4236,7.1191,-0.4462,11.82,-0.2508,7.367,0.035,4.488,-10.0802
262,9.3715,-17.9307,-18.9721,-19.3097,-19.3347,-19.3145,0.3285,7.1865,-0.1138,11.6352,-0.3375,4.975,0.298,3.54,-9.4854
263,9.7911,-18.6093,-19.4605,-19.9597,-20.1675,-20.1708,0.4386,7.8271,-0.362,11.8685,0.1886,3.823,0.26,2.276,-10.1531
264,9.4212,-18.0941,-18.9936,-19.3963,-19.5629,-19.7319,0.3886,8.7157,-0.312,11.675,-0.2159,0.913,0.318,0.564,-9.7332
265,9.024,-16.7568,-17.8402,-18.2723,-18.0611,-17.8587,0.4068,7.1494,-0.8097,11.4872,-0.8622,3.459,0.101,2.088,-9.8337
266,9.2947,-17.9858,-18.991,-19.3032,-19.3518,-19.5258,0.3068,7.0556,-0.1497,11.6236,0.004,5.257,0.0,3.133,-9.4444
267,7.9922,-15.3033,-15.909,-16.2194,-16.2081,-15.2112,0.3793,6.852,-1.4857,11.1743,-0.0248,1.478,0.0,0.881,-9.4779
268,8.8913,-16.954,-17.7743,-18.1557,-18.3628,-18.5081,0.3769,6.8456,-0.789,13.0281,-0.2656,4.241,0.047,2.542,-9.6803
269,9.5927,-19.0098,-19.8519,-20.1563,-20.2334,-20.4116,0.4283,7.8414,0.054,11.7911,-0.6546,3.006,0.062,1.828,-9.5387
270,10.1086,-19.1889,-20.2028,-20.6209,-20.7607,-20.7644,0.407,7.6042,-0.0219,11.9655,-1.3624,7.132,0.037,4.394,-10.1305
272,10.0222,-18.0953,-19.5656,-20.0318,-20.2261,-20.1611,0.4808,7.8263,-0.6123,11.7359,-0.4492,5.025,0.083,3.05,-10.6345
273,10.173,-17.8817,-19.1745,-19.7816,-20.0475,-20.3113,0.5755,8.144,-0.4157,11.8969,-0.2873,4.101,0.149,2.596,-10.5887
274,9.4455,-17.6316,-18.7648,-19.1919,-18.9838,-19.0288,0.4071,6.9768,-0.4849,13.2795,-0.0936,6.929,0.12,4.382,-9.9304
275,10.7564,-19.9261,-21.1243,-21.6721,-21.8659,-21.9524,0.5186,8.1722,0.0621,12.5511,0.6058,7.956,0.13,5.398,-10.6943
276,8.0378,-16.4269,-17.1893,-17.2437,-17.2248,-17.1119,0.1008,6.8625,-0.3351,11.2235,-1.5656,1.388,0.118,0.942,-8.3729
277,9.7869,-18.9069,-19.9382,-20.2688,-20.307,-20.3373,0.3499,7.3068,-0.0482,11.8445,-0.1155,6.989,0.224,4.295,-9.8351
278,10.3343,-18.8417,-20.1461,-20.6255,-20.8246,-20.8884,0.4594,7.6778,-0.2595,12.0375,-0.0014,8.595,0.046,5.261,-10.5938
279,10.3042,-19.1523,-20.3073,-20.8826,-21.1726,-21.4392,0.4956,7.9254,0.3256,13.3542,-0.0047,6.213,0.105,3.902,-9.9786
280,10.6078,-19.0452,-20.2906,-20.8679,-21.1583,-21.3001,0.5461,8.2332,0.238,12.2281,-0.4751,6.292,0.141,3.899,-10.3698
281,9.8474,-18.5093,-19.6196,-19.9437,-20.0134,-20.1816,0.3045,7.2015,0.0181,11.7555,0.6458,8.312,0.25,5.891,-9.8293
282,10.8161,-19.5155,-20.8773,-21.5283,-21.8624,-22.0649,0.6035,8.8132,0.3219,12.6151,0.0452,4.081,0.577,3.757,-10.4942
283,9.7867,-19.2586,-20.1806,-20.5166,-20.5829,-20.687,0.3249,7.9927,0.2417,11.9136,0.4472,3.173,0.062,1.944,-9.545
284,9.3524,-17.8571,-18.6985,-19.0147,-19.0909,-19.3577,0.2772,6.6544,-0.4324,11.6324,-0.6311,9.187,0.125,5.982,-9.7848
285,10.7521,-19.155,-20.6111,-21.3002,-21.637,-21.9034,0.6281,8.5672,-0.3137,12.5189,0.0545,5.162,0.42,4.294,-11.0658
286,9.0354,-17.4079,-18.275,-18.5994,-18.6999,-18.9119,0.3093,7.3575,-0.5366,11.5098,0.4768,2.863,0.284,1.906,-9.572
287,9.3304,-17.6984,-18.8185,-19.25,-19.4217,-19.4125,0.4184,7.3656,-0.3671,11.6923,-0.6814,3.832,0.0,2.284,-9.6975
288,9.5117,-18.4377,-19.3324,-19.7244,-19.8349,-20.096,0.3281,7.6241,-0.0757,11.7468,-0.2947,3.561,0.037,2.165,-9.5874
289,8.225,-14.8669,-15.7792,-16.095,-16.0568,-16.2284,0.3629,6.4739,-1.5042,11.1402,-0.829,2.997,0.192,1.846,-9.7292
290,8.99,-17.2049,-18.0412,-18.3135,-18.4146,-18.5454,0.2673,7.6437,-0.6781,11.4288,-0.9414,1.895,0.171,1.246,-9.6681
291,9.1296,-16.2061,-16.8256,-17.0066,-16.9613,-17.3885,0.1471,7.3897,-0.621,11.576,1.0528,2.956,0.087,1.786,-9.7506
292,10.5679,-18.4883,-20.2611,-20.8864,-21.1099,-21.0401,0.6094,7.908,-0.6226,13.1973,1.2074,8.626,0.139,5.549,-11.1905
293,10.4552,-18.079,-19.6447,-20.382,-20.737,-21.0169,0.6267,8.7345,0.0199,12.1739,-0.0089,2.991,0.265,2.22,-10.4353
294,10.426,-18.8395,-20.1876,-20.7767,-21.0981,-21.2832,0.545,7.9346,-0.0103,12.1837,-0.2096,7.109,0.214,4.595,-10.4363
295,9.2971,-17.5582,-18.5934,-18.9697,-18.8333,-19.0816,0.346,7.1073,-0.5011,11.5458,-0.7993,5.007,0.142,3.225,-9.7982
296,8.8184,-17.9107,-18.5898,-18.7767,-18.7248,-18.3502,0.1592,7.2039,-0.3013,11.479,-0.4416,2.565,0.083,1.54,-9.1197
297,10.4954,-19.449,-20.7016,-21.2529,-21.5089,-21.7034,0.5122,8.3978,-0.1749,12.3495,-0.6868,4.641,0.198,3.359,-10.6703
299,10.6146,-18.664,-20.0028,-20.6788,-21.0329,-21.2753,0.5885,8.7694,0.3227,13.8019,0.4642,3.482,0.601,3.268,-10.2919
300,8.9969,-16.9801,-18.052,-18.347,-18.4119,-18.4559,0.3411,7.1388,-0.615,11.4602,0.1122,3.432,0.044,2.076,-9.6119
301,10.1904,-19.5573,-20.8892,-21.1948,-21.2772,-21.286,0.3312,7.8516,0.6376,12.0475,0.2415,5.956,0.181,3.823,-9.5528
302,9.8637,-18.4611,-19.6279,-20.0349,-20.239,-20.3606,0.4049,8.0516,-0.126,11.8279,-0.2816,3.222,0.155,1.954,-9.9897
303,9.2312,-17.4303,-18.2077,-18.5256,-18.545,-18.8553,0.2911,6.9341,-0.7585,11.4893,0.0896,5.738,0.233,3.8,-9.9897
304,10.6561,-19.9084,-21.0521,-21.5589,-21.7725,-21.9483,0.4676,8.3062,0.3315,12.4519,-0.4933,6.028,0.067,3.723,-10.3246
305,9.8065,-18.7882,-19.5994,-19.9874,-20.1268,-19.9739,0.3691,7.1638,-0.0951,11.7955,-0.4902,8.39,0.115,5.332,-9.9016
306,10.6305,-19.7311,-20.8989,-21.3888,-21.57,-21.7034,0.4859,8.1158,0.256,12.3247,-0.7671,7.262,0.073,4.385,-10.3745
307,9.6633,-17.6709,-18.66,-19.0863,-19.3572,-19.1579,0.4303,7.0056,-0.6156,11.6554,0.2687,8.721,0.171,5.675,-10.2789
308,10.7048,-19.0812,-20.4947,-21.1707,-21.4973,-21.7204,0.5783,8.5309,-0.384,12.9684,-0.2498,5.422,0.431,5.068,-11.0888
309,8.6956,-16.5066,-17.7218,-18.0431,-18.0078,-17.6461,0.3309,6.9472,-0.9974,11.4305,-0.438,3.008,0.051,1.807,-9.693
310,9.0756,-17.6016,-18.5359,-18.8167,-18.8194,-18.9824,0.2499,7.3824,-0.4938,13.703,0.4942,2.856,0.11,1.784,-9.5694
311,10.277,-18.4206,-19.7031,-20.361,-20.7132,-20.9322,0.5769,8.0673,-0.1205,12.1927,0.6933,5.16,0.254,3.316,-10.3975
312,9.2552,-17.4017,-18.582,-18.9603,-19.072,-18.6717,0.3609,6.8581,-0.647,12.2714,-0.0775,6.332,0.046,3.797,-9.9022
314,10.1487,-18.5565,-19.7279,-20.231,-20.4501,-20.597,0.4601,7.9874,-0.0456,11.9772,-0.6506,5.043,0.724,1.124,-10.1943
315,9.1124,-16.7989,-17.8733,-18.1137,-18.1007,-17.8931,0.287,6.8654,-1.2748,11.3662,-0.5105,5.35,0.15,3.401,-10.3872
316,9.5314,-18.8175,-19.6244,-20.0667,-20.2137,-20.4591,0.4093,7.4867,0.0936,12.0101,-0.3996,4.176,0.172,2.732,-9.4378
317,10.0646,-19.1815,-20.383,-20.797,-20.9265,-21.0173,0.4144,7.9688,0.1225,12.0352,-0.7159,4.545,0.095,2.833,-9.9421
318,9.3517,-17.1762,-18.2989,-18.8127,-18.6676,-18.4915,0.4896,6.9801,-0.7248,11.644,-0.4259,6.135,0.039,3.751,-10.0765
319,9.1935,-17.1713,-18.3561,-18.7192,-18.7666,-18.9274,0.3797,7.5639,-0.5706,11.5527,-0.7826,2.601,0.085,1.587,-9.7641
321,9.5837,-18.7315,-19.6779,-20.0053,-20.0996,-20.037,0.3247,7.3456,0.117,11.7715,-0.4491,5.337,0.027,3.25,-9.4667
322,9.4915,-17.8887,-18.9993,-19.3638,-19.3913,-19.5118,0.3621,6.4089,-0.3333,11.6626,-0.6669,14.137,0.105,9.239,-9.8248
323,8.9732,-16.8078,-17.7603,-18.1499,-18.3437,-18.2924,0.4016,7.8335,-0.7691,11.4937,-0.8808,1.491,0.507,0.933,-9.7423
324,10.3986,-19.3133,-20.3214,-20.8362,-20.9639,-21.081,0.4924,8.3,0.0242,12.1983,-0.5236,4.477,0.128,2.682,-10.3744
325,10.0338,-18.7133,-19.7919,-20.311,-20.5461,-20.7659,0.4896,7.6974,-0.1463,11.9447,-0.5193,6.059,0.097,3.887,-10.1801
326,10.6637,-19.3378,-20.6562,-21.2861,-21.587,-21.8069,0.577,8.2449,0.261,12.4531,0.2377,6.518,0.14,3.99,-10.4027
327,9.5566,-18.5228,-19.4879,-19.862,-20.0067,-20.152,0.3812,8.3158,-0.1147,11.7728,0.3876,1.715,0.054,1.054,-9.6713
328,9.0338,-17.525,-18.5089,-18.814,-18.7184,-18.4012,0.297,7.0188,-0.4159,11.5217,-0.3871,4.076,0.0,2.429,-9.4497
329,9.562,-18.5243,-19.5073,-19.801,-19.7942,-19.6361,0.2856,7.4258,-0.0491,14.1525,1.3667,4.722,0.108,3.035,-9.6112
330,8.8701,-17.6392,-18.5163,-18.816,-18.9134,-19.0326,0.2862,8.0101,-0.442,13.6222,0.7318,1.065,0.297,0.691,-9.3121
331,9.2909,-17.2843,-18.467,-18.8574,-18.8953,-18.4018,0.4044,7.2282,-0.6827,11.581,-0.3322,4.335,0.0,2.583,-9.9736
332,10.2684,-19.4832,-20.6121,-21.1072,-21.3318,-21.535,0.4525,8.0492,0.322,12.2894,-0.7663,5.197,0.064,3.197,-9.9464
333,9.3915,-17.069,-17.9328,-18.4404,-18.5651,-18.2697,0.4987,6.9633,-0.8147,11.58,-0.1673,6.557,0.18,4.128,-10.2062
334,9.2463,-18.3565,-19.1674,-19.4888,-19.6489,-19.7962,0.3398,7.6251,-0.0571,11.6652,-0.4566,2.577,0.0,1.536,-9.3034
336,9.3143,-17.8828,-18.9238,-19.2459,-19.3392,-19.3603,0.2734,7.423,-0.3354,11.6248,-0.5122,3.533,0.095,2.158,-9.6497
337,8.383,-16.3921,-17.2316,-17.4488,-17.5768,-17.626,0.2589,7.4659,-1.0534,11.3187,0.0223,1.146,0.009,0.684,-9.4364
338,10.8657,-16.1869,-17.1131,-17.2116,-17.278,-16.8778,0.1039,7.3091,-1.0929,11.2245,0.2656,24.446,0.042,14.806,-11.9586
339,8.1851,-15.2997,-16.3757,-16.7289,-16.9007,-16.8655,0.39,6.9633,-1.4176,11.2623,0.5233,1.629,0.0,0.971,-9.6027
340,9.9643,-19.7188,-20.5744,-20.91,-21.0547,-21.1765,0.3611,7.6332,0.3773,13.6234,1.1194,5.999,0.096,3.798,-9.587
341,9.7116,-19.6096,-20.4676,-20.6786,-20.7681,-20.7886,0.2158,7.5366,0.3693,11.8203,-0.2785,4.922,0.107,3.111,-9.3423
343,8.915,-17.4414,-18.2378,-18.4565,-18.5296,-19.0934,0.2048,6.797,-0.4882,11.4455,-0.2995,4.586,0.145,2.86,-9.4032
344,10.3807,-18.3351,-19.7557,-20.3872,-20.6264,-20.8044,0.6016,8.6597,0.5179,13.3109,0.7022,3.073,0.504,2.581,-9.8628
345,10.3559,-18.7931,-20.0047,-20.6183,-20.9404,-21.1977,0.5658,7.8311,0.2358,12.1808,-0.5027,7.513,0.127,4.946,-10.1201
346,9.9735,-18.287,-19.4791,-19.9986,-20.1535,-20.2909,0.5379,8.1436,-0.312,11.9209,-0.4173,3.275,0.0,1.951,-10.2856
347,8.8956,-17.3025,-18.0737,-18.352,-18.4877,-18.4747,0.2829,6.9953,-0.6677,12.0678,0.1721,3.566,0.25,2.097,-9.5633
348,10.4253,-19.7238,-20.706,-21.1721,-21.3676,-21.5308,0.4196,8.4152,0.4482,12.2477,-0.1359,4.051,0.472,2.615,-9.9771
349,9.1105,-16.3473,-17.5486,-17.7307,-17.7449,-17.8688,0.1565,6.8188,-0.7188,11.5466,0.2874,5.586,0.172,3.469,-9.8293
350,9.6916,-18.1826,-19.2412,-19.6022,-19.7737,-19.6497,0.3595,7.5865,-0.3853,11.7179,-0.5487,4.537,0.073,2.753,-10.0769
351,9.0951,-18.9643,-19.5913,-19.7664,-19.799,-19.8222,0.162,7.683,0.3155,11.6368,-0.7898,2.031,0.0,1.211,-8.7796
352,10.2713,-18.0357,-19.62,-20.1031,-20.3266,-20.3113,0.4382,7.0047,-0.6237,11.8773,-0.5598,17.434,0.152,11.432,-10.895
353,9.7494,-17.1993,-18.3247,-18.7748,-18.9668,-18.9412,0.4535,7.1742,-0.9281,11.5949,-0.0663,7.802,0.095,4.922,-10.6775
354,8.9346,-17.1902,-17.8805,-18.1364,-18.1107,-17.9784,0.2623,6.8995,-0.7855,11.4161,-0.4845,4.229,0.088,2.595,-9.7201
355,10.3707,-18.0287,-19.6291,-20.3518,-20.6871,-20.992,0.666,8.8942,0.0156,12.2097,0.3641,2.234,0.303,1.632,-10.3551
356,9.6983,-17.5974,-18.6957,-19.143,-19.3656,-19.4375,0.4339,7.999,-0.5792,11.6613,-0.6899,2.867,0.037,1.76,-10.2775
357,8.9191,-16.9584,-17.838,-18.164,-18.3367,-18.4737,0.3553,7.5623,-0.6973,11.4633,0.4328,1.931,0.976,1.842,-9.6164
358,8.9797,-16.4526,-17.5603,-17.9349,-18.026,-17.5656,0.364,6.9241,-1.0025,11.4148,-0.5503,4.276,0.17,2.841,-9.9822
359,8.7193,-16.6984,-17.6131,-17.9288,-18.015,-18.1233,0.3146,7.2823,-0.8484,11.397,0.2756,2.089,0.0,1.245,-9.5677
360,9.815,-18.608,-19.653,-20.1111,-20.2753,-20.4659,0.4315,8.0076,-0.1269,11.846,0.0362,3.202,0.017,1.917,-9.9419
361,8.2657,-15.5366,-16.2724,-16.6024,-16.6142,-16.6282,0.2937,6.7865,-1.5009,11.2258,0.1109,2.231,0.007,1.333,-9.7666
362,9.1181,-17.5391,-18.4813,-18.906,-18.8236,-18.8239,0.4151,7.0024,-0.4628,11.7568,-1.0203,4.565,0.0,2.719,-9.5809
363,9.7083,-19.1241,-20.077,-20.4523,-20.5853,-20.7884,0.3802,8.0257,0.3217,12.5368,0.5353,2.756,0.27,1.897,-9.3866
364,9.6716,-19.8444,-20.5188,-20.7866,-20.9271,-20.9585,0.231,7.862,0.5628,11.906,0.4125,3.218,0.0,1.917,-9.1088
365,10.8197,-19.6964,-21.2948,-22.0042,-22.3587,-22.5002,0.6627,8.4783,-1.0954,13.3835,0.2329,6.109,0.542,7.522,-11.9151
366,10.6709,-18.8013,-20.5497,-21.1793,-21.4443,-21.6011,0.6025,8.001,0.1829,13.3835,0.2314,8.949,0.126,5.751,-10.488
367,8.8119,-17.5141,-18.213,-18.4831,-18.4789,-18.6738,0.2383,6.785,-0.4588,11.4569,-1.0124,4.127,0.005,2.465,-9.2707
368,10.2129,-19.4296,-20.5141,-20.9402,-20.9511,-20.8434,0.3859,7.5409,0.0452,12.2078,0.1206,8.735,0.071,5.325,-10.1677
369,10.6585,-19.0389,-20.5049,-21.1782,-21.5313,-21.773,0.5726,8.3626,0.878,12.464,-0.5036,5.734,0.174,3.631,-9.7805
370,10.3033,-19.7641,-20.8847,-21.3316,-21.4112,-21.3806,0.3787,7.468,0.4275,12.2861,0.6313,10.531,0.015,6.347,-9.8758
371,9.505,-18.4199,-19.342,-19.6472,-19.6374,-19.6915,0.2813,7.119,-0.2322,11.6454,-0.771,6.238,0.067,3.835,-9.7372
