X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
9.7026,-18.6078,-19.5729,-20.0103,-20.1597,-20.3587,0.426,8.2076,-0.0655,11.8317,-0.2572,2.236,0.117,1.421,-9.7681
9.9958,-20.1337,-19.1717,-20.2073,-20.3232,-21.0487,0.6906,8.8692,-0.6656,12.3204,0.104,1.456,0.702,0.982,-10.6614
10.3151,-17.5806,-19.4089,-20.0076,-20.3155,-20.552,0.5977,8.9578,-1.2378,13.6561,0.5161,1.991,0.938,3.485,-11.5529
10.4201,-17.5623,-19.2239,-20.0333,-20.4052,-20.6488,0.7325,9.6549,-1.6239,14.505,1.6873,1.069,0.385,1.192,-12.044
10.1086,-18.0134,-19.2122,-19.8086,-20.0916,-20.3525,0.5478,7.995,-0.2897,11.8618,0.4432,4.572,0.148,2.919,-10.3983
9.3903,-18.6348,-19.3963,-19.6588,-19.6282,-19.6626,0.2331,7.0508,-0.0835,11.6602,0.7963,5.91,0.114,3.594,-9.4738
9.5191,-17.2596,-17.6866,-18.4588,-18.8428,-18.9256,0.6165,8.0938,-1.4843,14.0733,1.069,2.041,0.289,1.154,-11.0034
10.7768,-19.3355,-20.8575,-21.521,-21.8218,-21.98,0.6326,8.7027,-0.1419,12.6441,-0.2365,4.355,0.62,3.364,-10.9187
10.4721,-18.1014,-19.8188,-20.5749,-20.9329,-21.216,0.7327,9.2556,-1.3377,14.7276,1.6891,1.655,0.871,1.458,-11.8098
10.299,-17.7379,-19.4149,-20.1778,-20.52,-20.8048,0.7428,9.1635,-1.4569,12.1528,0.3978,1.532,0.889,1.619,-11.7559
9.5578,-18.9245,-19.5141,-19.7816,-19.8317,-20.0196,0.2427,7.1236,-0.0818,11.661,-0.3903,6.596,0.15,4.189,-9.6396
10.7727,-18.5529,-20.3171,-21.0817,-21.4412,-21.7113,0.7082,8.9265,-1.1972,12.5583,-0.3923,3.363,0.842,4.495,-11.9699
9.1297,-18.1364,-18.9586,-19.2883,-19.3672,-19.4048,0.3527,7.1869,-0.0293,11.6329,0.4105,3.736,0.0,2.226,-9.159
9.4806,-18.8552,-19.7632,-20.0311,-19.9948,-19.9449,0.2161,6.9559,-0.0443,12.4374,0.318,7.279,0.376,4.074,-9.5249
9.7868,-17.4809,-18.7213,-19.3571,-19.7045,-19.9197,0.5439,8.5921,-0.1797,11.8107,-0.9671,1.579,0.0,0.941,-9.9665
10.6962,-18.6986,-20.5705,-21.1988,-21.4613,-21.5088,0.5964,8.2919,-0.722,12.6593,0.3083,7.019,0.621,6.91,-11.4182
9.6683,-18.493,-19.4144,-19.8615,-20.0737,-20.2288,0.4085,8.2442,-0.0537,12.3074,-0.2254,2.072,0.236,1.311,-9.7219
9.8427,-17.7139,-18.9317,-19.5559,-19.8345,-19.9882,0.5896,8.1979,-0.7463,13.6651,0.8322,2.645,0.285,1.54,-10.589
10.1322,-17.9294,-19.1856,-19.7851,-20.1116,-20.2826,0.5271,9.0414,0.2834,11.8894,-1.1793,1.422,0.101,0.914,-9.8488
10.547,-18.3718,-19.8061,-20.5227,-20.8692,-21.0736,0.6772,8.8085,-0.3204,12.3195,0.3884,2.97,0.496,2.893,-10.8674
8.7968,-17.1592,-17.9564,-18.2558,-18.3741,-18.5454,0.2825,7.5103,-0.5706,11.4458,-0.169,1.754,0.045,1.064,-9.3674
9.3491,-18.1571,-19.1536,-19.5323,-19.6354,-19.7468,0.362,7.8154,-0.1327,11.7002,-0.2406,2.333,0.018,1.396,-9.4818
8.6159,-14.7593,-15.8128,-16.3944,-16.5143,-16.6481,0.5872,7.278,-2.123,11.3223,1.0849,1.867,0.058,1.142,-10.7389
9.4252,-17.4759,-18.4848,-18.9409,-19.1218,-19.2478,0.4503,8.1689,-0.6212,11.6416,0.0854,1.632,0.249,0.852,-10.0464
9.0186,-17.608,-18.4627,-18.82,-18.943,-19.1066,0.3406,7.9523,-0.3878,11.5557,-0.0181,1.365,0.303,0.75,-9.4064
9.9858,-17.0115,-18.397,-19.0285,-19.421,-19.4784,0.5548,8.5858,-0.0402,14.1546,1.0622,2.009,0.266,1.432,-10.026
10.1613,-17.8778,-19.3961,-20.0889,-20.3965,-20.6037,0.6949,8.042,-0.7863,12.0433,1.1889,4.605,0.056,2.781,-10.9476
10.7037,-18.8091,-20.4651,-21.1628,-21.5102,-21.6899,0.698,8.934,-0.9795,12.9014,0.0926,3.06,1.0,2.226,-11.6832
10.3294,-17.8433,-19.3873,-20.1006,-20.4316,-20.66,0.6377,8.8228,-0.0093,14.2303,0.4144,2.341,0.421,2.016,-10.3387
9.0527,-17.3591,-18.2982,-18.6916,-18.8263,-19.0131,0.3793,7.7209,-0.5815,13.38,-0.3102,1.839,0.565,0.986,-9.6342
9.7754,-18.3109,-19.1682,-19.6023,-19.7958,-19.6573,0.4142,7.5965,-0.492,11.8087,0.0985,4.938,0.059,3.077,-10.2674
9.2364,-18.0447,-18.8498,-19.2703,-19.4231,-19.5054,0.427,7.6295,-0.2821,12.5141,-0.3104,2.537,0.0,1.512,-9.5185
10.3658,-17.8642,-19.3597,-20.0758,-20.4017,-20.6696,0.6677,8.7419,-1.0041,12.0915,0.0747,2.825,0.922,3.363,-11.3699
10.6722,-19.8686,-21.1104,-21.6191,-21.8187,-21.9598,0.4828,7.9011,0.4878,12.4779,0.229,9.924,0.133,6.412,-10.1844
9.5585,-17.5263,-18.6451,-19.1135,-19.2648,-19.5222,0.4476,7.9319,-0.5697,11.6663,-0.7887,2.61,0.114,1.604,-10.1282
9.9121,-16.5409,-18.5037,-19.2005,-19.5373,-19.708,0.6198,8.1456,-1.0565,14.2979,1.2178,3.057,0.189,1.889,-10.9686
10.0277,-18.4065,-19.4359,-19.9173,-20.1546,-20.3083,0.4521,8.321,-0.2214,11.8747,-1.2828,2.871,0.34,1.752,-10.2491
10.6692,-18.6738,-20.4173,-21.1512,-21.4815,-21.7338,0.7072,8.8885,-1.1745,12.5831,-0.0952,3.158,0.418,3.028,-11.8437
10.2104,-17.6804,-19.281,-19.9753,-20.293,-20.5091,0.6816,8.849,-1.5345,14.5776,1.1495,1.912,0.633,3.029,-11.7449
10.238,-18.1207,-19.2854,-19.974,-20.2903,-20.4549,0.6428,8.7469,-0.8749,12.0261,0.2126,2.324,0.655,2.347,-11.1129
10.9441,-18.9616,-20.4897,-21.2858,-21.6817,-22.0331,0.7065,8.8034,-0.4608,13.4214,1.1805,4.781,0.725,4.382,-11.4049
9.3687,-17.3788,-18.3328,-18.8399,-19.1013,-19.0743,0.5113,7.7408,-0.6572,12.2913,0.9244,2.6,0.0,1.548,-10.0259
9.6402,-14.9853,-18.587,-19.0953,-19.2966,-19.4771,0.4785,7.4832,-0.7491,12.8892,0.0122,4.838,0.014,2.916,-10.3893
9.1664,-18.005,-18.8295,-19.1753,-19.2859,-19.3913,0.3218,8.0433,-0.2824,11.6148,0.5225,1.458,0.108,0.895,-9.4488
8.4856,-16.8798,-17.7266,-17.9659,-18.0582,-18.2079,0.2306,7.9169,-0.2232,11.3977,0.5107,0.688,0.739,1.197,-8.7088
11.0887,-19.4405,-21.2059,-21.9779,-22.3444,-22.651,0.7426,9.0609,-0.9436,13.1528,0.2298,4.302,0.722,4.254,-12.0323
9.9424,-17.6691,-18.9259,-19.575,-19.8846,-20.1409,0.594,8.0598,-0.2976,13.9112,-0.1261,3.493,0.0,2.081,-10.2401
9.7576,-16.6653,-18.322,-19.0385,-19.3359,-19.5975,0.6856,8.6363,-1.8184,12.9972,-0.0271,1.451,0.146,0.86,-11.576
8.5178,-16.53,-17.1712,-17.4689,-17.5115,-17.6324,0.3167,7.2519,-0.9921,12.1978,0.7443,1.736,0.106,1.062,-9.5099
8.9047,-17.2439,-18.1732,-18.4977,-18.5631,-18.4007,0.3384,7.2069,-0.6248,12.6339,0.496,2.828,0.015,1.697,-9.5296
10.3161,-18.6466,-19.9766,-20.605,-20.8703,-21.0177,0.6148,8.1838,-0.3682,12.1881,0.0843,4.661,0.0,2.778,-10.6843
9.7486,-16.9,-18.2666,-18.9613,-19.2456,-19.43,0.6588,8.6634,-1.5298,13.9168,0.2246,1.403,0.431,1.009,-11.2784
10.0618,-17.5756,-19.0546,-19.6992,-19.9765,-20.1457,0.6342,8.7994,-1.0629,11.9243,0.223,1.678,0.933,2.199,-11.1247
9.2646,-18.5293,-19.2249,-19.499,-19.5271,-19.5396,0.2593,7.1306,-0.0525,11.6422,-0.0316,4.728,0.099,2.929,-9.3171
10.0017,-17.1252,-18.6984,-19.4296,-19.7257,-19.9792,0.7204,8.5511,-1.4588,13.5782,1.2378,2.121,0.447,2.061,-11.4605
9.5506,-18.1235,-19.0948,-19.5277,-19.6741,-19.8224,0.4287,7.5119,-0.2674,11.734,0.7462,4.188,0.05,2.516,-9.818
8.8778,-14.5702,-16.2423,-16.7258,-17.1042,-17.0155,0.4115,7.7382,-2.0048,11.3007,0.6602,1.486,0.158,0.906,-10.8826
10.475,-18.0089,-19.638,-20.3724,-20.7177,-20.946,0.7164,8.9638,-1.3614,12.2111,0.1935,2.268,0.428,2.471,-11.8364
9.5823,-18.6473,-19.4095,-19.7928,-19.9455,-20.1122,0.3435,7.4816,-0.0993,11.784,-0.2314,4.447,0.009,2.625,-9.6816
9.6632,-18.8913,-19.8853,-20.2427,-20.3252,-20.3819,0.3091,7.6771,0.0938,11.8507,-0.8507,3.963,0.026,2.383,-9.5694
10.0672,-17.3977,-18.8797,-19.5742,-19.8805,-20.0995,0.6976,9.1381,-1.351,14.3169,1.0883,1.253,0.829,2.155,-11.4182
10.7792,-19.0916,-20.6494,-21.383,-21.7093,-21.9688,0.6945,8.9604,-1.0429,12.7054,-0.452,3.329,0.616,3.358,-11.8221
9.3865,-18.5317,-19.1163,-19.5059,-19.6601,-19.6501,0.3509,7.5104,-0.1909,11.7019,0.366,3.467,0.024,2.08,-9.5774
8.8498,-16.7959,-17.7481,-18.1144,-18.3251,-18.5057,0.4052,7.7746,-0.7683,11.4736,-0.311,1.377,0.0,0.821,-9.6181
9.6682,-17.0262,-18.584,-19.1035,-19.2952,-19.314,0.5103,7.7956,-0.7687,14.5399,1.6652,3.473,0.155,2.154,-10.4369
9.6372,-18.7063,-19.6087,-19.9521,-20.0553,-19.9621,0.3256,7.3374,-0.086,11.7752,-0.2155,5.686,0.032,3.46,-9.7232
10.9573,-18.7031,-20.4993,-21.2871,-21.7013,-22.0253,0.7241,8.3334,-0.0877,12.8336,0.1637,8.519,0.407,6.723,-11.045
9.7099,-17.1409,-18.3166,-18.9516,-19.2357,-19.4844,0.5809,8.0583,-0.5064,11.7225,0.1515,2.669,0.0,1.59,-10.2164
10.2741,-17.7526,-19.233,-19.9605,-20.3018,-20.5606,0.6865,9.109,-1.0232,12.0525,0.0368,1.544,0.93,1.152,-11.2973
10.7353,-19.4517,-20.7542,-21.4026,-21.675,-21.9046,0.6069,8.7865,0.1793,13.0323,-0.3598,3.81,0.184,2.444,-10.556
9.0968,-17.7888,-18.8005,-19.0892,-19.0922,-19.268,0.2485,7.5341,-0.45,12.9548,-0.4721,2.428,0.086,1.467,-9.5468
10.5136,-18.4734,-19.9553,-20.6948,-21.0617,-21.2903,0.6819,8.5456,-0.3821,13.5397,0.1323,3.885,0.134,2.481,-10.8957
9.9806,-17.7323,-18.8319,-19.4529,-19.761,-20.0184,0.5327,8.8528,0.1075,11.8247,-1.371,1.571,0.092,1.023,-9.8731
9.2413,-17.3817,-18.3406,-18.634,-18.8795,-17.9795,0.3147,7.0494,-0.5782,11.5026,-0.7185,4.972,0.085,3.063,-9.8195
10.0149,-18.3344,-19.3391,-19.9158,-20.2149,-20.5473,0.5029,7.6926,-0.2111,11.9225,-0.2186,6.009,0.186,4.284,-10.226
10.9684,-20.0296,-21.5029,-22.1696,-22.4353,-22.6721,0.6612,8.6866,-0.3975,13.2676,-0.4152,5.268,0.854,7.876,-11.3659
10.8004,-18.8608,-20.4021,-21.1948,-21.6003,-21.8972,0.677,8.2652,-0.0877,14.1837,1.2578,7.33,0.293,5.178,-10.8881
10.5905,-19.6714,-20.9043,-21.4482,-21.6879,-21.8618,0.5178,8.5621,0.3225,12.427,-1.6441,4.221,0.296,2.802,-10.268
9.4852,-17.5833,-18.6642,-19.1926,-19.4211,-19.5516,0.5011,8.6367,-0.53,11.7094,-0.9785,1.041,0.378,0.707,-10.0152
9.7718,-18.2204,-19.2946,-19.8605,-20.1405,-20.3946,0.51,7.8736,-0.0515,11.8786,-0.4679,3.57,0.0,2.126,-9.8233
10.7091,-18.5778,-20.3162,-21.0712,-21.4359,-21.6597,0.7104,8.9214,-1.2508,12.57,0.0176,3.175,0.516,3.084,-11.9599
9.1612,-16.0649,-17.3371,-17.8429,-18.1256,-18.3245,0.494,7.6486,-1.206,11.4778,0.3118,2.288,0.005,1.366,-10.3672
9.2263,-16.1551,-17.502,-17.9031,-17.8952,-17.8204,0.4803,7.1101,-2.8009,11.4421,-0.4319,4.577,0.06,2.819,-12.0272
9.9026,-17.8245,-19.0658,-19.6685,-19.9659,-20.1914,0.5381,8.0642,0.0142,13.1196,-0.1837,3.38,0.019,2.033,-9.8884
9.6725,-18.7091,-19.5539,-19.958,-20.1075,-20.1853,0.3877,7.6006,0.0074,11.7855,-1.1637,4.408,0.051,2.673,-9.6651
9.5906,-17.4294,-18.4867,-18.957,-19.1742,-19.3049,0.4796,8.6437,-0.5,11.6579,-0.2277,1.195,0.584,0.84,-10.0906
8.8378,-17.3309,-18.2716,-18.5947,-18.6699,-18.7962,0.3338,7.4304,-0.4835,11.7296,0.0114,2.017,0.029,1.207,-9.3213
9.5892,-18.4668,-19.5078,-19.8785,-19.9502,-19.6566,0.3448,7.2392,-0.247,15.0388,1.1989,5.995,0.073,3.652,-9.8361
9.1928,-17.5904,-18.571,-18.971,-19.1988,-19.2872,0.3528,7.0105,0.0125,11.8824,-0.1594,5.045,0.372,4.228,-9.1803
9.2974,-17.5181,-18.3857,-18.8035,-18.9481,-19.0725,0.3942,7.4556,-0.6048,11.5843,-0.8265,3.343,0.014,2.018,-9.9022
10.6803,-18.6823,-20.0309,-20.7387,-21.0573,-21.2775,0.6409,8.6975,0.1173,12.9459,0.5755,3.96,0.205,3.01,-10.563
9.8599,-17.3193,-18.5386,-19.2006,-19.509,-19.7228,0.6328,8.6207,-0.8888,11.8148,-0.6956,1.666,0.742,2.237,-10.7487
9.458,-18.4234,-19.3462,-19.7189,-19.8354,-20.006,0.3649,8.791,0.008,11.7515,-0.766,0.902,0.572,0.405,-9.45
10.4519,-18.2925,-19.8387,-20.5591,-20.892,-21.1198,0.7115,8.7315,-1.3296,12.282,0.2552,2.912,0.986,3.893,-11.7815
10.4369,-19.0114,-20.3922,-20.8928,-20.9678,-21.0554,0.4745,7.7655,-0.0955,12.1937,-0.4582,8.715,0.088,5.469,-10.5324
9.7046,-16.7813,-18.3751,-19.0471,-19.2891,-19.6456,0.6616,8.2163,-1.176,13.9988,0.7883,2.216,0.564,1.322,-10.8806
9.1249,-17.1135,-18.2265,-18.7165,-18.898,-19.0823,0.4879,7.4883,-0.266,11.6186,0.2326,2.554,0.97,0.081,-9.3909
9.6764,-18.6532,-19.7439,-20.1002,-20.1136,-20.0492,0.3445,7.2757,0.0728,11.7893,-0.7553,6.387,0.024,3.891,-9.6036
9.7545,-18.7315,-19.7641,-20.2441,-20.4537,-20.6622,0.4286,8.2181,-0.037,11.9134,-0.398,2.341,0.0,1.394,-9.7915
10.5552,-18.9164,-20.1534,-20.8214,-21.1442,-21.3802,0.6026,8.2976,-0.0287,12.2893,0.3914,5.409,0.04,3.253,-10.5839
9.4934,-17.958,-19.0575,-19.4412,-19.5121,-19.3825,0.3522,7.3187,-0.3634,12.6216,0.4952,4.961,0.05,3.038,-9.8568
10.3471,-18.0705,-19.4819,-20.2149,-20.5458,-20.7477,0.6955,9.0041,-1.4063,13.9279,0.6868,1.88,0.69,1.572,-11.7534
10.3467,-18.1323,-19.639,-20.3647,-20.6683,-20.9187,0.712,8.6603,-0.9433,12.1502,0.0775,2.871,0.365,2.253,-11.29
10.7592,-19.5863,-21.1351,-21.764,-22.0254,-22.2098,0.6259,8.2843,0.1867,13.2937,0.1644,6.437,0.578,11.047,-10.5725
10.5964,-19.8669,-21.1031,-21.6271,-21.8951,-22.0184,0.4778,8.1562,0.5919,12.5306,-0.1455,6.672,0.113,4.221,-10.0045
9.2899,-17.6917,-18.8945,-19.2772,-19.2699,-19.1871,0.3546,7.1748,-0.4394,12.442,-0.405,4.594,0.062,2.78,-9.7294
9.6013,-16.4951,-18.064,-18.735,-19.0355,-19.1919,0.6629,8.62,-1.7016,13.4103,0.2964,1.235,0.264,0.734,-11.3029
10.5934,-18.6994,-19.8889,-20.6787,-21.0051,-21.4013,0.661,7.6356,0.207,12.2833,-0.2776,12.234,0.088,7.611,-10.3864
9.9295,-18.555,-19.4994,-19.9604,-20.1221,-20.4006,0.4409,7.6166,-0.2395,11.8512,-0.4236,5.795,0.131,3.692,-10.169
10.3272,-18.0722,-19.5983,-20.2985,-20.6038,-20.8193,0.6937,8.7721,-1.3077,12.1396,-0.5924,2.393,1.0,1.334,-11.6349
9.2951,-18.6044,-19.4456,-19.6884,-19.7926,-19.8101,0.2574,7.5514,0.0048,12.3622,-0.6646,2.993,0.015,1.805,-9.2903
10.5219,-19.4721,-20.6511,-21.1975,-21.4783,-21.6776,0.4807,8.9892,0.64,12.3875,-0.5879,2.347,0.483,3.267,-9.8819
9.4318,-17.461,-18.8956,-19.4083,-19.5475,-19.746,0.4887,7.8116,-0.3014,11.7456,-0.5301,2.575,0.0,1.535,-9.7332
8.6744,-15.2802,-16.4604,-16.9764,-17.1648,-17.4098,0.4842,8.0258,-1.5508,13.5915,0.916,0.842,0.02,0.509,-10.2252
9.6008,-17.4168,-18.709,-19.3003,-19.5126,-19.7146,0.596,8.0715,-0.405,11.8012,0.2108,2.144,0.539,1.515,-10.0058
9.9678,-17.7265,-19.0649,-19.695,-20.0114,-20.2721,0.5263,8.6416,0.0967,11.8867,-0.1041,2.166,0.444,1.952,-9.8711
10.4033,-18.9155,-20.2565,-20.8542,-21.1241,-21.2544,0.5467,8.205,-0.3695,12.2399,-0.5933,5.183,0.26,3.646,-10.7728
10.2033,-17.6577,-19.188,-19.919,-20.2495,-20.4475,0.6977,9.3289,-1.2663,12.0516,-0.222,1.141,0.639,1.016,-11.4696
9.1156,-17.1264,-18.2596,-18.6533,-18.7137,-19.0737,0.3865,6.8943,-1.8288,12.3623,-0.1218,5.211,0.275,3.501,-10.9444
10.7678,-18.859,-20.4002,-21.1491,-21.489,-21.7392,0.705,8.9647,-0.5882,12.6677,-0.5766,3.103,0.75,4.995,-11.356
10.9467,-18.8651,-20.6597,-21.4546,-21.8318,-22.1216,0.7387,9.5076,-1.1879,12.757,0.3201,2.156,0.508,2.812,-12.1346
10.0953,-18.9922,-19.9399,-20.3583,-20.5043,-20.7166,0.3912,7.9332,0.1928,14.5556,0.736,4.895,0.494,3.343,-9.9025
9.8972,-17.7546,-18.8445,-19.4942,-19.7086,-19.8907,0.5862,7.1956,-0.7874,12.0187,-0.0987,9.07,0.003,5.413,-10.6846
9.6053,-16.6387,-17.9588,-18.653,-18.9571,-19.2583,0.6632,8.438,-1.3094,14.7276,1.3747,1.527,0.277,1.012,-10.9147
9.2485,-18.7605,-19.4999,-19.7301,-19.8231,-19.6503,0.2499,7.6602,0.003,11.6549,-1.0786,2.517,0.19,1.623,-9.2455
10.7335,-19.5461,-20.836,-21.4062,-21.6603,-21.8591,0.5584,8.8855,0.6257,13.638,1.5079,3.521,0.568,3.059,-10.1078
10.196,-17.6024,-19.1928,-19.9209,-20.2506,-20.5062,0.701,8.7014,-1.1232,14.7276,1.4024,2.244,0.479,1.821,-11.3192
9.741,-17.0587,-18.3347,-18.9274,-19.2341,-19.4701,0.5628,8.2147,-0.8003,12.0542,0.3198,2.329,0.0,1.388,-10.5413
10.5309,-18.3247,-19.9904,-20.7263,-21.0573,-21.2569,0.7148,8.9412,-0.8402,12.3031,0.2982,2.654,0.982,0.368,-11.3711
10.0467,-17.4306,-18.8469,-19.5067,-19.7753,-20.0894,0.614,9.0446,-0.9526,11.8849,-0.8189,1.313,0.956,1.241,-10.9993
9.6661,-16.6462,-18.0155,-18.6671,-18.9543,-19.2506,0.6301,8.9349,-2.0756,11.7024,-0.1818,0.896,0.888,1.539,-11.7417
10.1956,-18.5283,-19.6687,-20.26,-20.5517,-20.8242,0.5306,8.0494,0.0174,12.9902,0.0747,4.808,0.088,3.112,-10.1782
9.7079,-17.9424,-19.011,-19.4932,-19.6861,-19.9472,0.4467,8.5304,-0.2661,11.7489,0.0915,1.591,0.211,1.125,-9.974
10.3257,-18.0554,-19.6939,-20.4062,-20.7441,-20.9605,0.6977,8.8054,-1.3046,13.7238,1.3104,2.331,0.398,2.11,-11.6303
