X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
8.752,-16.5743,-17.7027,-17.9564,-17.9597,-18.1631,0.2389,6.8458,-0.9717,13.4206,0.4313,3.66,0.018,2.202,-9.7237
8.9035,-16.8471,-17.7516,-18.0795,-18.165,-18.1537,0.3636,7.7906,-0.6632,11.4529,-0.6477,1.44,0.537,0.787,-9.5667
10.2623,-18.3849,-19.7443,-20.3438,-20.6628,-20.8237,0.5547,8.0836,-0.0242,12.0373,-0.1819,4.966,0.043,3.05,-10.2865
8.8842,-18.2526,-18.997,-19.1242,-19.0652,-18.8283,0.084,7.2284,-0.0844,11.5072,-0.5193,2.682,0.179,1.766,-8.9686
9.5194,-16.934,-18.3884,-18.8865,-19.1352,-19.2093,0.4937,7.2862,-1.0937,11.6397,-0.9878,5.317,0.026,3.226,-10.6131
10.2935,-19.3763,-20.5424,-21.017,-21.2054,-21.3886,0.4305,8.2222,0.8357,12.2167,-0.4634,4.377,0.519,2.712,-9.4578
9.9967,-18.5111,-19.7546,-20.2166,-20.391,-20.5008,0.434,7.6939,0.0556,12.2167,-0.4315,5.806,0.157,3.693,-9.9411
10.4566,-18.0289,-19.6559,-20.4407,-20.8498,-21.054,0.7077,7.9948,0.0349,12.2908,0.2831,7.171,0.061,4.399,-10.4217
9.1387,-17.2274,-18.3185,-18.5958,-18.7091,-17.9048,0.2789,6.8477,-0.5908,11.4911,-0.4343,5.657,0.182,3.624,-9.7295
10.1635,-18.458,-19.6507,-20.2336,-20.5,-20.7539,0.5345,8.2998,0.35,12.0217,0.0642,3.432,0.414,2.119,-9.8135
9.3317,-18.1264,-19.0612,-19.4744,-19.6277,-19.7993,0.3821,7.2766,-0.0434,12.4383,-0.8165,4.351,0.114,2.682,-9.3751
10.5008,-19.1109,-20.6973,-21.2052,-21.3687,-21.4627,0.4351,7.6779,0.3109,12.2741,0.0683,10.49,0.102,6.975,-10.1899
8.9646,-16.7697,-17.8084,-17.9633,-18.3056,-17.91,0.1669,7.0148,-1.1783,11.3668,-0.0575,4.174,0.802,0.959,-10.1429
10.0018,-19.293,-20.305,-20.6742,-20.6913,-20.5991,0.3437,7.4518,0.0108,11.9554,0.3297,7.559,0.162,4.569,-9.991
8.8384,-17.0801,-17.9079,-18.191,-18.327,-18.2744,0.3105,7.0961,-0.7219,11.4288,-0.0777,3.013,0.012,1.806,-9.5603
9.5474,-18.2712,-19.414,-19.768,-19.9119,-19.9622,0.3839,7.5328,-0.091,11.7493,-0.3177,4.067,0.0,2.424,-9.6384
11.0496,-19.6717,-21.3781,-22.0727,-22.4136,-22.6176,0.64,8.4883,0.4463,13.4878,0.9271,7.806,0.395,5.295,-10.6033
9.8986,-17.2274,-18.681,-19.28,-19.6974,-19.84,0.4911,7.5612,-0.6474,11.9214,-0.7917,5.902,0.337,3.638,-10.546
9.3431,-17.593,-18.9723,-19.2225,-19.2186,-18.8594,0.2206,7.1207,-0.3755,11.601,-0.1423,5.15,0.337,3.238,-9.7186
10.1769,-18.9254,-19.9307,-20.3976,-20.5979,-20.6962,0.4601,8.5249,-0.0462,14.4037,1.1549,2.683,0.362,1.629,-10.2231
7.952,-14.9001,-15.6909,-16.0114,-15.9131,-15.6507,0.3992,6.2132,-1.6202,11.1525,-0.5454,2.944,0.007,1.76,-9.5722
10.1268,-17.7575,-19.1566,-19.8253,-20.1453,-20.3722,0.619,8.4909,-0.4892,11.9858,0.1563,2.741,0.583,2.115,-10.616
8.9055,-17.5033,-18.2463,-18.538,-18.6498,-18.7829,0.3128,7.325,-0.3713,11.5,-0.1413,2.46,0.403,1.873,-9.2768
8.8971,-16.2562,-17.2924,-17.7967,-17.9718,-18.1557,0.5199,8.6216,-0.5583,11.4773,-0.1019,0.523,0.742,0.41,-9.4555
9.8832,-19.0516,-20.0353,-20.4372,-20.4908,-20.5133,0.3895,7.3676,0.0307,11.9216,0.9203,7.304,0.052,4.438,-9.8525
9.0945,-17.9285,-18.8941,-19.1767,-19.1627,-19.2458,0.274,7.2392,-0.206,11.6052,0.0328,3.418,0.139,2.097,-9.3005
9.1819,-17.4808,-18.274,-18.6463,-18.6458,-18.6285,0.3648,7.1774,-0.6708,11.5319,0.0326,4.023,0.191,2.603,-9.8527
10.3335,-17.7583,-19.2715,-20.0255,-20.3838,-20.712,0.6641,8.4184,-0.7558,12.08,0.3481,3.678,0.26,2.581,-11.0893
10.6818,-19.281,-20.8423,-21.3766,-21.5164,-21.4053,0.4909,8.069,-0.1968,13.649,0.7863,8.196,0.085,5.188,-10.8786
9.219,-16.4695,-17.7978,-18.2254,-18.148,-18.2129,0.4579,6.6554,-0.9097,11.4928,-0.0215,7.715,0.014,4.645,-10.1288
9.1045,-18.0188,-18.7518,-18.9784,-19.0113,-18.8614,0.2224,6.7546,-0.0809,11.5236,-1.3895,6.0,0.408,4.217,-9.1854
10.7389,-18.7239,-20.416,-21.1677,-21.5569,-21.8688,0.668,8.6162,-0.1208,14.9698,1.5182,5.074,0.538,4.725,-10.8597
9.8402,-19.5627,-20.4885,-20.7922,-20.8167,-20.8703,0.2862,7.551,0.4434,11.92,-0.2037,5.581,0.138,3.362,-9.3968
10.6831,-19.7425,-20.9872,-21.5028,-21.5823,-21.7702,0.4838,8.1033,0.2363,12.4509,0.3254,8.027,0.359,5.742,-10.4468
10.366,-18.7542,-20.1285,-20.7694,-21.1049,-21.1761,0.5537,8.0748,0.2892,12.2667,-0.7551,5.942,0.475,4.589,-10.0768
10.1519,-18.9857,-20.3631,-20.8245,-21.0433,-21.1215,0.4396,7.5705,-0.078,12.0721,-0.6455,7.897,0.051,4.914,-10.2299
10.7698,-19.1919,-20.8302,-21.5305,-21.8564,-22.0333,0.6859,8.8602,-0.8721,12.7303,-0.1736,3.596,1.0,1.822,-11.6419
10.3124,-18.6816,-20.0178,-20.6636,-20.9873,-21.1982,0.5753,7.8487,0.239,12.7121,0.5622,6.961,0.247,4.554,-10.0734
10.1848,-18.8788,-20.0172,-20.5143,-20.6275,-20.6491,0.4831,7.9887,-0.1497,13.6598,0.4946,5.007,0.261,3.025,-10.3345
9.5689,-17.965,-19.1974,-19.5255,-19.6992,-18.9519,0.3734,7.552,-0.6368,11.6726,0.1804,4.06,0.14,2.486,-10.2058
8.2371,-15.8907,-16.7481,-17.0831,-17.1954,-17.2984,0.3352,7.5631,-1.2311,11.306,-0.8288,0.873,0.18,0.498,-9.4682
9.0209,-18.717,-19.4442,-19.6615,-19.6922,-19.1772,0.2053,6.6445,-0.066,12.1437,-1.2811,6.153,0.0,3.666,-9.0869
9.511,-19.8019,-20.5717,-20.7687,-20.8158,-20.8273,0.2092,8.3569,1.0752,11.8884,-1.1512,1.38,0.403,0.654,-8.4359
9.3184,-17.7352,-18.8194,-19.0927,-19.2254,-18.9058,0.3079,7.1314,-0.5605,11.5671,-0.0005,4.989,0.103,3.063,-9.8789
9.1809,-16.8594,-18.1388,-18.5261,-18.4386,-18.2988,0.3577,7.2062,-0.7752,11.552,-0.6908,4.091,0.173,2.619,-9.9561
9.5719,-18.6911,-19.5901,-19.9276,-20.0045,-19.8415,0.3377,7.0515,0.1576,12.4849,0.3132,7.269,0.164,4.854,-9.4144
10.7119,-19.3733,-20.7511,-21.3573,-21.5962,-21.4333,0.5259,8.1632,0.516,13.5409,1.134,8.123,0.589,7.248,-10.1959
9.6648,-17.9022,-19.1339,-19.4742,-19.6145,-19.0272,0.3525,7.4696,-0.7801,11.6772,-0.0695,5.057,0.191,3.331,-10.4449
10.0946,-18.6676,-19.9893,-20.4398,-20.6024,-20.4079,0.4267,7.5263,-0.1616,11.9512,0.5879,7.764,0.163,4.996,-10.2562
10.2342,-18.4234,-19.841,-20.4046,-20.6797,-20.702,0.5454,7.952,-0.0116,14.3367,1.1693,5.527,0.059,3.373,-10.2458
9.6642,-18.4809,-19.5862,-20.0272,-20.2277,-20.3677,0.4146,7.3079,-0.0644,11.8704,-0.6733,6.093,0.086,3.781,-9.7286
9.0543,-17.4177,-18.3803,-18.6805,-18.6997,-18.8103,0.2835,7.1881,-0.5607,11.5143,-0.8021,3.418,0.188,2.123,-9.615
10.7674,-19.3941,-20.8741,-21.4926,-21.7869,-21.9298,0.5495,8.0899,0.4201,12.5547,-0.9334,8.878,0.202,6.725,-10.3473
9.8805,-18.7381,-19.5883,-20.0231,-20.2149,-20.1982,0.422,7.6092,-0.1639,11.8362,-0.6671,5.51,0.235,3.489,-10.0444
9.5549,-18.3084,-19.1541,-19.6057,-19.8356,-19.953,0.4375,7.5746,-0.0682,11.7659,0.5092,3.914,0.0,2.333,-9.6231
9.6524,-18.1052,-19.2372,-19.5863,-19.8095,-19.6879,0.3934,7.4632,-0.3653,13.711,0.454,4.992,0.085,3.099,-10.0177
7.915,-15.7363,-17.0125,-17.3717,-17.2841,-17.5823,0.4163,6.4054,-0.809,11.3529,0.059,2.268,0.0,1.351,-8.724
9.3087,-17.5735,-18.4647,-18.8292,-19.0168,-19.0827,0.3891,7.7072,-0.5465,11.5772,-0.1349,2.545,0.026,1.541,-9.8552
9.9154,-18.7971,-19.8416,-20.44,-20.7579,-20.9426,0.5032,8.361,0.33,12.7837,0.4836,2.387,0.019,1.421,-9.5854
9.2313,-17.8901,-18.845,-19.1282,-19.3219,-19.2312,0.318,7.2995,-0.4216,12.3087,0.5264,3.707,0.07,2.266,-9.6529
9.2572,-17.4161,-18.2134,-18.6624,-18.8842,-19.0871,0.4271,7.6883,-0.4379,11.5872,0.3671,2.431,0.0,1.448,-9.6951
9.1409,-16.6549,-18.2437,-18.5968,-18.725,-18.9532,0.4049,6.9291,-0.6965,11.4822,0.1261,5.116,0.046,3.097,-9.8374
8.2551,-16.3685,-16.8485,-17.1091,-17.098,-17.2422,0.2935,6.4433,-0.9726,11.2812,-0.064,3.279,0.028,1.973,-9.2277
10.0743,-19.1826,-20.2422,-20.6445,-20.7785,-20.8341,0.4024,7.587,0.2071,11.986,-0.6164,6.987,0.051,4.301,-9.8672
8.4892,-16.2454,-17.0293,-17.2284,-17.2961,-17.3058,0.2336,7.0779,-1.1258,11.2685,-0.2238,2.025,0.174,1.248,-9.615
9.2787,-17.4069,-18.3324,-18.7333,-18.9041,-18.9423,0.3855,7.1895,-0.5272,11.5702,-0.5064,4.506,0.013,2.711,-9.8059
9.0724,-17.412,-18.2253,-18.6171,-18.69,-18.9479,0.3781,7.0889,-0.5656,11.5461,0.1371,3.968,0.003,2.369,-9.638
10.6354,-19.1244,-20.5241,-21.1864,-21.5151,-21.6746,0.5982,8.2085,0.0081,12.3721,-0.2636,6.538,0.081,4.196,-10.6273
9.3175,-17.5405,-18.4981,-18.8995,-19.1502,-19.1845,0.4077,7.4642,-0.4891,11.5909,0.3581,3.393,0.046,2.061,-9.8066
9.8444,-17.8144,-18.9521,-19.4034,-19.65,-19.6787,0.4432,7.6361,-0.5372,13.7194,1.6339,5.132,0.063,3.107,-10.3816
8.9749,-16.739,-17.7482,-18.1901,-18.4071,-18.5679,0.4395,7.3252,-0.9321,11.8437,0.7517,2.666,0.0,1.589,-9.907
10.3072,-18.5689,-19.9647,-20.6003,-20.9372,-21.1519,0.532,7.887,0.1035,12.1818,0.1893,6.565,0.14,4.084,-10.2037
9.3654,-17.9858,-18.9327,-19.2689,-19.4259,-19.3908,0.3645,7.5954,-0.3174,11.6229,0.0303,3.049,0.072,1.86,-9.6828
10.0646,-18.4771,-19.5435,-19.9994,-20.2251,-20.2816,0.4423,8.1052,-0.2162,11.8415,-0.3681,3.816,0.199,2.311,-10.2808
8.1322,-16.0474,-17.0792,-17.215,-17.1968,-17.1559,0.1417,7.0794,-1.0991,12.4016,0.0141,1.344,0.0,0.801,-9.2313
9.2801,-18.0677,-19.0876,-19.3993,-19.5066,-19.3672,0.3354,7.491,-0.3331,11.6381,0.5861,3.13,0.231,1.857,-9.6132
9.3611,-17.5918,-18.7727,-19.1891,-19.3726,-19.4722,0.4152,7.7542,-0.4491,12.2875,0.566,2.546,0.028,1.527,-9.8102
10.6178,-18.991,-20.3571,-21.0028,-21.2836,-21.4309,0.5993,8.8257,-0.5606,12.8608,0.0983,3.241,0.673,3.337,-11.1784
10.1175,-18.8233,-20.1143,-20.5763,-20.5855,-20.3802,0.3825,7.5863,0.0914,11.9945,0.324,7.425,0.256,4.832,-10.0261
10.0106,-17.7728,-19.0932,-19.6864,-19.9386,-20.1293,0.5444,8.7835,-0.417,11.8748,0.0918,1.677,0.478,1.303,-10.4276
10.5625,-18.3829,-20.0506,-20.7768,-21.1116,-21.313,0.6483,8.5377,-0.1736,15.2306,0.2745,4.213,0.456,3.192,-10.7361
9.8076,-19.383,-20.3607,-20.7749,-20.9088,-21.0978,0.3866,7.8466,0.429,12.0653,-0.7045,3.821,0.018,2.294,-9.3786
8.8072,-16.1303,-17.3166,-17.3314,-17.9613,-16.772,0.035,7.1119,-0.9232,11.2512,-0.1075,2.81,0.0,1.674,-9.7304
9.3192,-16.9572,-18.4763,-18.898,-18.7075,-18.3414,0.4294,7.1479,-1.4332,12.3926,-0.6382,4.833,0.124,2.996,-10.7524
10.2586,-19.4564,-20.7308,-21.1925,-21.3023,-21.5031,0.4291,7.9433,0.2921,12.2543,0.0952,5.842,0.049,3.59,-9.9665
9.6929,-18.4326,-19.4329,-19.8244,-19.9667,-20.2079,0.3235,6.938,-0.1161,11.7573,-0.3181,9.647,0.161,6.052,-9.809
9.1856,-17.7436,-18.7501,-19.0468,-19.173,-19.2662,0.306,7.2319,-0.3432,11.5937,-1.0514,3.776,0.056,2.245,-9.5288
8.5033,-16.0199,-16.9751,-17.2187,-17.2956,-17.2025,0.2338,6.4174,-1.0756,11.459,-0.3829,4.597,0.273,3.201,-9.5789
8.6318,-17.0228,-18.1381,-18.4163,-18.4433,-18.2886,0.2647,6.3869,-0.5381,11.459,-0.3492,5.228,0.022,3.157,-9.1699
10.0427,-17.2386,-19.0046,-19.6576,-20.0486,-20.3755,0.5791,7.9488,-0.2311,11.9134,0.3853,4.789,0.368,3.973,-10.2738
8.8304,-16.983,-17.6604,-18.0358,-18.0808,-18.0757,0.364,6.6432,-0.746,11.4406,0.332,4.961,0.018,2.991,-9.5764
10.0859,-17.2891,-18.7271,-19.4476,-19.8422,-20.0203,0.6357,8.002,-0.1903,11.9165,0.4147,4.59,0.254,3.21,-10.2762
8.6103,-15.9138,-17.067,-17.4466,-17.4656,-17.6216,0.4002,6.7478,-1.0872,11.3552,-0.2131,3.413,0.083,2.099,-9.6974
9.231,-16.6122,-17.9989,-18.3709,-18.5779,-18.1676,0.3693,7.2374,-1.0909,11.476,-0.463,3.937,0.182,2.599,-10.3219
10.9131,-19.3286,-20.7727,-21.4668,-21.7804,-22.0265,0.637,8.6058,-0.4742,12.6774,0.2122,5.717,0.303,4.898,-11.3873
9.1198,-17.5076,-18.4918,-18.8582,-18.9492,-19.0211,0.3718,7.1532,-0.4729,11.575,0.1929,3.859,0.0,2.299,-9.5927
9.6647,-19.2792,-19.9736,-20.2611,-20.3257,-20.3257,0.2509,6.9991,0.4989,11.8014,-0.6026,8.748,0.266,6.416,-9.1658
8.5734,-16.717,-17.434,-17.7746,-17.862,-17.866,0.3527,6.9982,-0.7784,11.62,0.5065,2.443,0.0,1.455,-9.3518
8.883,-17.3907,-18.1393,-18.4213,-18.5231,-18.7332,0.2748,7.7112,-0.6186,12.4901,0.8098,1.538,0.224,0.935,-9.5016
10.3143,-19.0696,-20.322,-20.8102,-20.9527,-21.1608,0.4658,8.3105,0.1093,12.138,-0.095,4.076,0.152,2.618,-10.205
9.1653,-17.8403,-18.7033,-19.0198,-19.1486,-19.1577,0.3289,7.7396,-0.3557,11.5945,0.182,2.079,0.12,1.323,-9.521
9.2872,-17.6571,-18.7431,-19.1649,-19.3455,-19.4185,0.4199,7.8794,-0.4013,11.6682,-0.6165,2.016,0.096,1.214,-9.6885
9.2675,-17.7973,-18.8439,-19.1395,-19.0938,-18.88,0.2948,6.91,-0.4291,11.6381,-0.4798,6.012,0.14,3.7,-9.6966
9.7407,-18.0242,-19.2833,-19.7115,-19.81,-19.8232,0.4241,7.5835,-0.8772,11.7417,0.209,4.834,0.176,2.99,-10.6179
9.2615,-17.9857,-18.927,-19.3076,-19.4621,-19.4448,0.3953,7.4057,-0.414,11.6443,0.2512,3.414,0.016,2.052,-9.6755
8.8908,-16.0054,-17.1999,-17.5374,-17.6543,-17.2409,0.3821,7.1702,-1.6815,11.3989,-0.0549,2.893,0.047,1.759,-10.5723
10.5818,-19.0959,-20.5564,-21.1913,-21.4278,-21.6201,0.5697,7.9837,0.065,12.3871,0.2523,8.044,0.103,5.034,-10.5168
10.2661,-18.7868,-20.0491,-20.5123,-20.7047,-20.7353,0.4674,8.1303,-0.3045,11.9801,0.7448,4.708,0.052,2.885,-10.5706
10.5485,-19.1817,-20.5691,-21.1511,-21.4241,-21.5068,0.5204,8.6276,-0.107,12.2886,0.3634,3.726,0.274,2.534,-10.6555
9.25,-18.2816,-19.0308,-19.3648,-19.4257,-19.4012,0.3062,6.6248,-0.2211,11.6386,-0.8549,8.288,0.052,5.037,-9.4711
8.9989,-17.8203,-18.6913,-18.9289,-19.0221,-19.071,0.2012,6.8141,-0.3491,11.5009,-0.453,4.948,0.01,2.92,-9.348
9.1554,-17.1704,-18.0998,-18.4153,-18.3641,-18.1754,0.2944,7.0647,-0.9298,11.3629,-0.111,4.467,0.191,2.82,-10.0852
10.1512,-18.5067,-19.5379,-20.0661,-20.3199,-20.3489,0.4979,7.7226,-0.3755,11.9039,-0.3392,6.614,0.083,4.095,-10.5267
10.2245,-19.0973,-20.0995,-20.5453,-20.7254,-20.8159,0.4162,7.7934,0.2231,11.9796,0.1262,6.587,0.225,4.426,-10.0014
9.4923,-17.6853,-18.9111,-19.3107,-19.2324,-19.0403,0.3649,7.4057,-0.6418,12.2069,-0.9952,4.406,0.154,2.715,-10.1341
9.4681,-18.3204,-19.2213,-19.6072,-19.7272,-19.8382,0.3629,7.7093,-0.1398,11.6728,-0.9478,3.07,0.018,1.842,-9.6079
9.5024,-18.0299,-19.126,-19.5511,-19.7229,-19.8222,0.4148,7.5716,-0.209,11.7181,-0.8064,3.724,0.021,2.235,-9.7114
8.9027,-17.9639,-18.7144,-18.9826,-18.9815,-19.1537,0.2229,7.3756,-0.1396,11.5495,-0.8229,2.33,0.254,1.506,-9.0423
9.0909,-17.024,-17.9562,-18.3319,-18.466,-18.394,0.3969,7.3906,-0.8323,11.481,0.3754,2.817,0.063,1.704,-9.9232
9.4645,-17.8283,-19.0609,-19.3442,-19.3488,-19.3612,0.2549,7.3603,-0.4736,11.616,0.9232,4.498,0.104,2.836,-9.9381
9.6468,-18.6213,-19.6135,-19.9592,-20.1118,-20.0924,0.3303,7.5685,-0.0301,11.7645,0.6628,4.404,0.05,2.691,-9.6769
9.0624,-16.7898,-18.0837,-18.359,-18.4843,-18.3479,0.2756,7.2722,-0.5317,11.4429,0.0657,3.123,0.199,1.918,-9.5941
9.2014,-17.0724,-18.5021,-18.7792,-18.97,-19.2956,0.2713,6.8453,-0.5593,11.521,0.3387,6.125,0.164,3.857,-9.7607
8.8163,-16.9397,-17.8787,-18.1787,-18.3693,-18.0552,0.3061,6.6855,-0.7666,11.8956,0.3249,4.642,0.012,2.785,-9.5829
9.5197,-17.5138,-18.9179,-19.322,-19.5415,-19.4901,0.3967,6.9162,-0.6098,11.672,0.3944,8.116,0.087,5.143,-10.1295
9.0288,-16.3263,-18.0508,-18.4775,-18.4839,-18.1755,0.4196,6.262,-0.5849,15.2306,0.831,9.634,0.179,5.985,-9.6137
8.4332,-16.2672,-17.6056,-17.8262,-17.8023,-17.1473,0.2481,7.1586,-0.8855,11.3554,0.7976,1.738,0.258,1.001,-9.3187
9.8197,-17.9852,-18.9583,-19.4838,-19.7286,-19.844,0.499,8.3932,-0.2604,11.7721,0.3327,2.066,0.386,1.37,-10.0801
9.6003,-18.6102,-19.4893,-19.9515,-20.1826,-20.3461,0.4091,7.7585,0.1387,11.8383,-1.2883,3.326,0.0,1.982,-9.4616
9.2588,-16.6031,-17.988,-18.3872,-18.5756,-18.511,0.4002,7.3322,-0.9135,11.4998,0.4844,3.672,0.117,2.232,-10.1723
10.4402,-19.1596,-20.3435,-20.8739,-21.0889,-21.3252,0.4987,8.3605,0.132,12.2835,-0.796,4.439,0.303,2.777,-10.3082
8.8129,-17.5806,-18.3666,-18.5861,-18.6543,-18.8336,0.1624,7.2644,-0.3937,11.4584,-0.1238,2.387,0.018,1.427,-9.2066
10.6199,-19.3527,-20.5348,-21.1287,-21.3872,-21.6292,0.5355,8.4419,0.1904,12.3804,-0.3362,4.951,0.1,3.005,-10.4295
9.8315,-18.7749,-19.9451,-20.3624,-20.5264,-20.6641,0.3833,7.8335,0.0288,11.897,0.0503,3.992,0.038,2.383,-9.8027
10.2624,-18.7897,-19.9826,-20.4591,-20.6402,-20.5758,0.4573,7.8634,-0.177,11.963,0.0837,6.324,0.036,3.843,-10.4394
10.0472,-19.2147,-20.2024,-20.6188,-20.7342,-20.8585,0.3965,8.0056,0.0939,11.9519,-0.3076,4.228,0.207,2.712,-9.9533
8.8082,-16.5491,-17.4103,-17.6942,-17.6639,-17.0658,0.3175,6.983,-1.1903,11.322,-0.417,3.278,0.415,2.02,-9.9985
9.8004,-18.1703,-19.4477,-19.9781,-19.9089,-19.3736,0.5095,7.1724,-1.0676,11.8764,0.0763,8.31,0.046,5.151,-10.868
7.8056,-15.0797,-15.8635,-16.1844,-16.2728,-16.1402,0.3225,7.155,-1.5257,11.184,0.4898,0.844,0.0,0.503,-9.3313
10.4165,-19.5044,-20.5789,-21.0498,-21.2305,-21.3375,0.4253,8.2373,0.2146,12.1628,0.3688,4.958,0.07,3.036,-10.2019
8.8366,-17.1368,-18.0831,-18.2438,-17.9327,-18.4631,0.1152,6.7052,-0.4864,11.3908,0.2007,4.653,0.165,2.892,-9.323
8.4046,-16.4672,-17.2663,-17.5469,-17.6677,-17.3673,0.2797,6.5982,-0.8545,13.9082,0.2806,3.193,0.0,1.902,-9.2591
9.7648,-19.1179,-20.0157,-20.3215,-20.3648,-20.4308,0.2823,7.3899,0.1434,11.8208,0.0302,6.221,0.041,3.79,-9.6214
8.7962,-17.8917,-18.631,-18.8658,-18.9679,-19.0072,0.203,7.7677,-0.0315,11.5299,-1.0179,1.177,0.841,1.682,-8.8277
9.4259,-16.9326,-18.3944,-18.8041,-18.9271,-18.6185,0.3898,7.126,-0.6381,11.5724,-0.5104,5.678,0.057,3.478,-10.064
8.5,-15.6118,-16.9743,-17.3373,-17.3859,-16.9597,0.3829,6.389,-1.0261,11.3303,-0.1845,4.604,0.054,2.813,-9.5261
7.9563,-15.6981,-16.3565,-16.6482,-16.6722,-16.8442,0.3162,6.7799,-1.1926,11.2215,0.808,1.554,0.256,0.888,-9.1489
9.2684,-17.7247,-18.7217,-19.1384,-19.3142,-19.3306,0.4608,7.7508,-0.2234,11.6724,-0.0046,2.177,0.719,0.716,-9.4918
9.3902,-18.5456,-19.3881,-19.8218,-20.0004,-20.1808,0.3721,8.4777,0.1755,11.8339,-0.0236,1.008,0.508,0.384,-9.2147
9.4467,-18.253,-19.1681,-19.4667,-19.5832,-19.4506,0.3215,7.456,-0.3247,11.6578,0.2124,3.944,0.055,2.409,-9.7714
7.818,-16.8768,-17.8114,-17.9826,-17.9485,-18.0672,0.1858,7.8137,-0.5471,11.8972,0.5299,0.399,0.004,0.238,-8.3651
9.779,-17.4394,-18.8279,-19.4036,-19.6931,-19.8353,0.534,7.4212,-0.5738,11.774,-0.0187,6.102,0.043,3.723,-10.3528
8.813,-16.8874,-17.7391,-18.0826,-18.2291,-18.3045,0.3581,7.483,-0.7841,11.4413,-0.3506,1.886,0.029,1.139,-9.597
9.0308,-17.2107,-18.3003,-18.7217,-18.815,-18.9973,0.4306,7.655,-0.3545,11.6005,0.0263,1.935,0.49,1.624,-9.3853
9.6605,-18.8921,-19.8861,-20.2053,-20.3079,-20.2607,0.3309,7.2245,0.0724,11.8121,-0.4029,6.638,0.064,4.063,-9.5881
8.9543,-16.9422,-18.0749,-18.5571,-18.5962,-18.2091,0.554,6.9334,-0.7031,11.5704,-0.3079,4.097,0.056,2.478,-9.6575
8.925,-17.4539,-18.1911,-18.4403,-18.4844,-18.7181,0.2952,6.7262,-0.5651,11.4606,-0.4395,5.091,0.134,3.24,-9.4901
9.9878,-19.3036,-20.2919,-20.6762,-20.8201,-20.6822,0.3733,7.494,0.042,11.9618,-0.3411,7.105,0.098,4.375,-9.9458
9.4684,-18.4429,-19.3434,-19.6457,-19.5317,-19.7006,0.3039,6.9764,-0.2029,11.6783,-1.0909,7.164,0.209,4.669,-9.6713
10.1742,-18.8182,-19.9681,-20.5138,-20.8082,-20.9967,0.4716,8.1784,0.448,12.1405,0.1911,4.173,0.32,2.823,-9.7262
9.1585,-17.5312,-18.4387,-18.7931,-18.9346,-18.7152,0.3516,7.2429,-0.6774,11.5538,0.137,3.642,0.015,2.185,-9.8359
9.7969,-18.4773,-19.5624,-19.9895,-20.1411,-20.1009,0.3917,7.4423,-0.242,11.8108,-0.3031,6.062,0.082,3.668,-10.0389
9.1524,-17.4113,-18.31,-18.7391,-18.8689,-19.0249,0.4363,6.8244,-0.4903,11.5554,-0.272,5.874,0.015,3.511,-9.6427
7.7604,-16.8394,-17.9626,-18.3338,-18.489,-18.5458,0.3783,7.3038,-0.5974,13.1209,0.759,0.638,0.079,0.403,-8.3578
8.7457,-17.7618,-18.4719,-18.6841,-18.7145,-18.7536,0.2297,7.2457,-0.2978,11.5076,-0.2015,2.272,0.0,1.354,-9.0435
8.7918,-17.7369,-18.4518,-18.7157,-18.7816,-18.8183,0.2873,7.3117,-0.3694,11.5076,-0.1842,2.192,0.0,1.306,-9.1612
9.7658,-18.7486,-19.6466,-19.9903,-20.1291,-20.1641,0.3446,7.9018,-0.3473,11.7486,-0.1491,3.479,0.11,2.187,-10.1131
9.2312,-17.4073,-18.551,-18.8536,-19.0774,-19.1524,0.294,7.1537,-0.6515,11.5337,0.0105,4.365,0.055,2.695,-9.8827
9.0195,-16.8659,-17.8705,-18.2477,-18.4522,-18.5223,0.3737,7.3118,-0.8956,11.4652,0.2667,2.894,0.066,1.769,-9.9151
8.4252,-15.9362,-17.0817,-17.35,-17.1809,-17.3852,0.315,6.1481,-1.0075,11.2713,0.3371,5.512,0.018,3.322,-9.4327
8.3709,-14.7371,-16.1202,-16.5085,-16.6929,-16.361,0.3872,6.7523,-1.5645,11.2365,0.1081,2.582,0.026,1.559,-9.9353
9.1419,-16.8475,-17.8578,-18.2365,-18.3772,-18.5162,0.3574,7.0921,-0.8244,13.6873,0.4451,4.266,0.037,2.595,-9.9663
9.546,-18.7251,-19.4378,-19.8023,-19.9449,-20.0513,0.3072,7.4376,-0.0286,11.7451,-0.7403,4.548,0.1,2.876,-9.5747
9.4687,-17.306,-18.3948,-18.7561,-18.9292,-18.7388,0.3797,7.1965,-0.8303,11.5411,-0.0652,5.532,0.136,3.478,-10.299
8.2596,-16.7004,-17.3795,-17.642,-17.6727,-17.7383,0.2352,8.159,-0.5657,11.3487,-0.0658,0.446,0.67,0.289,-8.8253
8.3916,-17.961,-18.4635,-18.6094,-18.5908,-18.8937,0.0832,7.2933,-0.1286,11.4615,-0.1143,1.401,0.276,0.871,-8.5202
10.9286,-19.9785,-21.3811,-21.9683,-22.2064,-22.4528,0.5449,8.2204,0.038,12.7366,-0.4942,9.25,0.238,6.066,-10.8906
9.1607,-17.7535,-18.576,-18.889,-19.031,-18.7775,0.3057,7.0662,-0.3825,11.557,-0.312,4.456,0.002,2.651,-9.5432
