OID_,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,CntryName,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_Address,IN_Address2,IN_Address3,IN_Neighborhood,IN_City,IN_Subregion,IN_Region,IN_Postal,IN_PostalExt,IN_CountryCode,USER_price,USER_bed,USER_bath,USER_address,USER_city,USER_Field6
104,World,M,99.829999999999998,A,"1029 View St, Unit 420, Victoria, British Columbia, V8V 0C9","1029 View St, Unit 420, Victoria, BC, V8V 0C9, CAN","1029 View St, Unit 420",Subaddress,,,"1029 View St, Unit 420, Victoria, British Columbia, V8V 0C9",,,20.000000000000000,,1029,,,,,,,View,St,,,,,,Unit,420,Unit 420,1029 View St,,,Harris Green,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8V,0C9,CAN,Canada,ENG,0.000000000000000,-123.355793870685545,48.424393329035631,-123.355823794079868,48.424172717344106,-123.356823794079872,-123.354823794079863,48.423172717344109,48.425172717344104,BC,420-1029 View St ,,,,Victoria BC,,,,,,"$599,999",1,1,420-1029 View St ,Victoria BC,
105,World,M,99.849999999999994,A,"1011 Burdett Ave, Unit 303, Victoria, British Columbia, V8V 3G9","1011 Burdett Ave, Unit 303, Victoria, BC, V8V 3G9, CAN","1011 Burdett Ave, Unit 303",Subaddress,,,"1011 Burdett Ave, Unit 303, Victoria, British Columbia, V8V 3G9",,,20.000000000000000,,1011,,,,,,,Burdett,Ave,,,,,,Unit,303,Unit 303,1011 Burdett Ave,,,Fairfield,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8V,3G9,CAN,Canada,ENG,0.000000000000000,-123.356748485638192,48.421549558835750,-123.356793915553396,48.421185616599956,-123.357793915553401,-123.355793915553392,48.420185616599959,48.422185616599954,BC,303-1011 Burdett Ave ,,,,Victoria BC,,,,,,"$589,900",1,1,303-1011 Burdett Ave ,Victoria BC,
106,World,M,99.090000000000003,A,"2024 Troon Crt, Victoria, British Columbia, V9B 6R6","2024 Troon Crt, Langford, BC, V9B 6R6, CAN",2024 Troon Crt,PointAddress,,,"2024 Troon Crt, Victoria, British Columbia, V9B 6R6",,,20.000000000000000,,2024,,,,,,,Troon,Crt,,,,,,,,,2024 Troon Crt,,,Upper Millstream,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,6R6,CAN,Canada,ENG,0.000000000000000,-123.526222018304424,48.477453123069040,-123.526350177603945,48.477194206080014,-123.527350177603950,-123.525350177603940,48.476194206080017,48.478194206080012,BC,2024 Troon Crt ,,,,Langford BC,,,,,,"$2,399,999",4,4,2024 Troon Crt ,Langford BC,
107,World,M,99.170000000000002,A,"538 Stonehouse Pl, Victoria, British Columbia, V9C 0R8","538 Stonehouse Pl, Colwood, BC, V9C 0R8, CAN",538 Stonehouse Pl,PointAddress,,,"538 Stonehouse Pl, Victoria, British Columbia, V9C 0R8",,,20.000000000000000,,538,,,,,,,Stonehouse,Pl,,,,,,,,,538 Stonehouse Pl,,,,,Victoria,,Capital Regional District,British Columbia,BC,,,V9C,0R8,CAN,Canada,ENG,0.000000000000000,-123.500683532795236,48.411507955012638,-123.500629804795892,48.411638712702143,-123.501629804795897,-123.499629804795887,48.410638712702145,48.412638712702140,BC,538 Stonehouse Pl ,,,,Colwood BC,,,,,,"$625,000",0,0,538 Stonehouse Pl ,Colwood BC,
108,World,M,99.849999999999994,A,"83 Saghalie Rd, Unit 1210, Victoria, British Columbia, V9A 0E7","83 Saghalie Rd, Unit 1210, Victoria, BC, V9A 0E7, CAN","83 Saghalie Rd, Unit 1210",Subaddress,,,"83 Saghalie Rd, Unit 1210, Victoria, British Columbia, V9A 0E7",,,20.000000000000000,,83,,,,,,,Saghalie,Rd,,,,,,Unit,1210,Unit 1210,83 Saghalie Rd,,,Victoria West,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9A,0E7,CAN,Canada,ENG,0.000000000000000,-123.379574838736744,48.428786368308984,-123.379221792975073,48.428879491253241,-123.380221792975078,-123.378221792975069,48.427879491253243,48.429879491253239,BC,1210-83 Saghalie Rd ,,,,Victoria BC,,,,,,"$545,000",0,1,1210-83 Saghalie Rd ,Victoria BC,
109,World,M,99.840000000000003,A,"777 Herald St, Unit 1807, Victoria, British Columbia, V8T 0C7","777 Herald St, Unit 1807, Victoria, BC, V8T 0C7, CAN","777 Herald St, Unit 1807",Subaddress,,,"777 Herald St, Unit 1807, Victoria, British Columbia, V8T 0C7",,,20.000000000000000,,777,,,,,,,Herald,St,,,,,,Unit,1807,Unit 1807,777 Herald St,,,Downtown,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8T,0C7,CAN,Canada,ENG,0.000000000000000,-123.362856797577280,48.430232498063752,-123.362852103711504,48.430023201941509,-123.363852103711508,-123.361852103711499,48.429023201941511,48.431023201941507,BC,1807-777 Herald St ,,,,Victoria BC,,,,,,"$599,900",1,1,1807-777 Herald St ,Victoria BC,
110,World,M,99.129999999999995,A,"1157 Spirit Crt, Victoria, British Columbia, V9B 0B5","1157 Spirit Crt, Langford, BC, V9B 0B5, CAN",1157 Spirit Crt,PointAddress,,,"1157 Spirit Crt, Victoria, British Columbia, V9B 0B5",,,20.000000000000000,,1157,,,,,,,Spirit,Crt,,,,,,,,,1157 Spirit Crt,,,Upper Millstream,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,0B5,CAN,Canada,ENG,0.000000000000000,-123.523375775443071,48.470370666342930,-123.523244095744218,48.470193892005000,-123.524244095744223,-123.522244095744213,48.469193892005002,48.471193892004997,BC,1157 Spirit Crt ,,,,Langford BC,,,,,,"$2,250,000",4,4,1157 Spirit Crt ,Langford BC,
111,World,M,99.829999999999998,A,"416 Dallas Rd, Unit 33, Victoria, British Columbia, V8V 1A9","416 Dallas Rd, Unit 33, Victoria, BC, V8V 1A9, CAN","416 Dallas Rd, Unit 33",Subaddress,,,"416 Dallas Rd, Unit 33, Victoria, British Columbia, V8V 1A9",,,20.000000000000000,,416,,,,,,,Dallas,Rd,,,,,,Unit,33,Unit 33,416 Dallas Rd,,,James Bay,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8V,1A9,CAN,Canada,ENG,0.000000000000000,-123.378539757513622,48.412462150870269,-123.378221412831095,48.413133708952529,-123.379221412831100,-123.377221412831091,48.412133708952531,48.414133708952527,BC,33-416 Dallas Rd ,,,,Victoria BC,,,,,,"$990,000",2,3,33-416 Dallas Rd ,Victoria BC,
112,World,M,99.859999999999999,A,"1501 Richmond Ave, Unit 306, Victoria, British Columbia, V8R 4P7","1501 Richmond Ave, Unit 306, Victoria, BC, V8R 4P7, CAN","1501 Richmond Ave, Unit 306",Subaddress,,,"1501 Richmond Ave, Unit 306, Victoria, British Columbia, V8R 4P7",,,20.000000000000000,,1501,,,,,,,Richmond,Ave,,,,,,Unit,306,Unit 306,1501 Richmond Ave,,,South Jubilee,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8R,4P7,CAN,Canada,ENG,0.000000000000000,-123.330235184789643,48.426776220289412,-123.329846013025303,48.426784518373552,-123.330846013025308,-123.328846013025299,48.425784518373554,48.427784518373549,BC,306-1501 Richmond Ave ,,,,Victoria BC,,,,,,"$579,000",2,2,306-1501 Richmond Ave ,Victoria BC,
113,World,M,99.090000000000003,A,"1493 Pebble Pl, Victoria, British Columbia, V9B 0T4","1493 Pebble Pl, Langford, BC, V9B 0T4, CAN",1493 Pebble Pl,PointAddress,,,"1493 Pebble Pl, Victoria, British Columbia, V9B 0T4",,,20.000000000000000,,1493,,,,,,,Pebble,Pl,,,,,,,,,1493 Pebble Pl,,,Tbd7,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,0T4,CAN,Canada,ENG,0.000000000000000,-123.539561817208039,48.472600420225639,-123.539298290172269,48.472331696409896,-123.540298290172274,-123.538298290172264,48.471331696409898,48.473331696409893,BC,1493 Pebble Pl ,,,,Langford BC,,,,,,"$3,499,000",5,5,1493 Pebble Pl ,Langford BC,
114,World,M,99.129999999999995,A,"2657 Deville Rd, Victoria, British Columbia, V9B 0G6","2657 Deville Rd, Langford, BC, V9B 0G6, CAN",2657 Deville Rd,PointAddress,,,"2657 Deville Rd, Victoria, British Columbia, V9B 0G6",,,20.000000000000000,,2657,,,,,,,Deville,Rd,,,,,,,,,2657 Deville Rd,,,South Millstream,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,0G6,CAN,Canada,ENG,0.000000000000000,-123.499887587269683,48.455273810986093,-123.499761188169828,48.455241289201780,-123.500761188169832,-123.498761188169823,48.454241289201782,48.456241289201778,BC,2657 Deville Rd ,,,,Langford BC,,,,,,"$799,900",3,3,2657 Deville Rd ,Langford BC,
115,World,M,99.170000000000002,A,"561 Langvista Dr, Victoria, British Columbia, V9B 5N2","561 Langvista Dr, Langford, BC, V9B 5N2, CAN",561 Langvista Dr,PointAddress,,,"561 Langvista Dr, Victoria, British Columbia, V9B 5N2",,,20.000000000000000,,561,,,,,,,Langvista,Dr,,,,,,,,,561 Langvista Dr,,,Millwill-Selwyn,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,5N2,CAN,Canada,ENG,0.000000000000000,-123.481493500751213,48.461881893902131,-123.481519819927172,48.462260001554284,-123.482519819927177,-123.480519819927167,48.461260001554287,48.463260001554282,BC,561 Langvista Dr ,,,,Langford BC,,,,,,"$1,349,000",3,3,561 Langvista Dr ,Langford BC,
116,World,M,99.170000000000002,A,"1007 Loch Glen Pl, Victoria, British Columbia, V9B 4N9","1007 Loch Glen Pl, Victoria, BC, V9B 4N9, CAN",1007 Loch Glen Pl,StreetAddress,,,"1007 Loch Glen Pl, Victoria, British Columbia, V9B 4N9",,,20.000000000000000,,1007,987,1035,987-1035,L,,,Loch Glen,Pl,,,,,,,,,1007 Loch Glen Pl,,,Glen Lake,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,4N9,CAN,Canada,ENG,0.000000000000000,-123.518791999630139,48.437754342099183,-123.518791999630139,48.437754342099183,-123.519791999630144,-123.517791999630134,48.436754342099185,48.438754342099180,BC,1007 Loch Glen Pl ,,,,Langford BC,,,,,,"$1,139,000",0,0,1007 Loch Glen Pl ,Langford BC,
117,World,M,99.000000000000000,A,"2533 Cook St, Victoria, British Columbia, V8T 3R7","2533 Cook St, Victoria, BC, V8T 3R7, CAN",2533 Cook St,PointAddress,,,"2533 Cook St, Victoria, British Columbia, V8T 3R7",,,20.000000000000000,,2533,,,,,,,Cook,St,,,,,,,,,2533 Cook St,,,Fernwood,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8T,3R7,CAN,Canada,ENG,0.000000000000000,-123.352120333980750,48.436079755628512,-123.351773993741617,48.436023513058217,-123.352773993741621,-123.350773993741612,48.435023513058219,48.437023513058215,BC,2533 Cook St ,,,,Victoria BC,,,,,,"$870,000",3,2,2533 Cook St ,Victoria BC,
118,World,T,77.930000000000007,A,"Shawnigan Lake, British Columbia","Shawnigan Lake, BC, CAN",Shawnigan Lake,Locality,City,Shawnigan Lake,"Shawnigan Lake, British Columbia",,,20.000000000000000,,,,,,,,,,,,,,,,,,,,,,,Shawnigan Lake,,,Cowichan Valley,British Columbia,BC,,,,,CAN,Canada,ENG,0.000000000000000,-123.644939999999963,48.650550000000067,-123.644939999999963,48.650550000000067,-123.894939999999963,-123.394939999999963,48.400550000000067,48.900550000000067,LOT 52 OLYMPIC DR | BC,Lot 52 Olympic Dr ,,,,Shawnigan Lake BC,,,,,,"$459,900",0,0,Lot 52 Olympic Dr ,Shawnigan Lake BC,
119,World,M,99.170000000000002,A,"3315 Hockering Rd, Victoria, British Columbia, V9C 1Y1","3315 Hockering Rd, Colwood, BC, V9C 1Y1, CAN",3315 Hockering Rd,PointAddress,,,"3315 Hockering Rd, Victoria, British Columbia, V9C 1Y1",,,20.000000000000000,,3315,,,,,,,Hockering,Rd,,,,,,,,,3315 Hockering Rd,,,,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9C,1Y1,CAN,Canada,ENG,0.000000000000000,-123.477687949071409,48.418982056164594,-123.477361976856997,48.418739483886753,-123.478361976857002,-123.476361976856992,48.417739483886756,48.419739483886751,BC,3315 Hockering Rd ,,,,Colwood BC,,,,,,"$998,800",2,2,3315 Hockering Rd ,Colwood BC,
120,World,M,99.849999999999994,A,"1610 Jubilee Ave, Unit 202, Victoria, British Columbia, V8R 6P3","1610 Jubilee Ave, Unit 202, Victoria, BC, V8R 6P3, CAN","1610 Jubilee Ave, Unit 202",Subaddress,,,"1610 Jubilee Ave, Unit 202, Victoria, British Columbia, V8R 6P3",,,20.000000000000000,,1610,,,,,,,Jubilee,Ave,,,,,,Unit,202,Unit 202,1610 Jubilee Ave,,,South Jubilee,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8R,6P3,CAN,Canada,ENG,0.000000000000000,-123.331625323431481,48.427864526597716,-123.332003766359762,48.427856982884862,-123.333003766359766,-123.331003766359757,48.426856982884864,48.428856982884859,BC,202-1610 Jubilee Ave ,,,,Victoria BC,,,,,,"$499,888",2,2,202-1610 Jubilee Ave ,Victoria BC,
121,World,M,99.829999999999998,A,"538 Cairndale Rd, Unit A, Victoria, British Columbia, V9C 2P9","538 Cairndale Rd, Unit A, Victoria, BC, V9C 2P9, CAN","538 Cairndale Rd, Unit A",Subaddress,,,"538 Cairndale Rd, Unit A, Victoria, British Columbia, V9C 2P9",,,20.000000000000000,,538,,,,,,,Cairndale,Rd,,,,,,Unit,A,Unit A,538 Cairndale Rd,,,,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9C,2P9,CAN,Canada,ENG,0.000000000000000,-123.497532021020319,48.420003307247562,-123.497490195323479,48.420088802659933,-123.498490195323484,-123.496490195323474,48.419088802659935,48.421088802659931,BC,A-538 Cairndale Rd ,,,,Colwood BC,,,,,,"$1,050,000",4,3,A-538 Cairndale Rd ,Colwood BC,
122,World,M,99.170000000000002,A,"3402 Caldera Crt, Victoria, British Columbia, V9B 6Z8","3402 Caldera Crt, Langford, BC, V9B 6Z8, CAN",3402 Caldera Crt,PointAddress,,,"3402 Caldera Crt, Victoria, British Columbia, V9B 6Z8",,,20.000000000000000,,3402,,,,,,,Caldera,Crt,,,,,,,,,3402 Caldera Crt,,,Tbd7,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,6Z8,CAN,Canada,ENG,0.000000000000000,-123.521797965989322,48.459277552766352,-123.521640302390622,48.459092312706218,-123.522640302390627,-123.520640302390618,48.458092312706221,48.460092312706216,BC,3402 Caldera Crt ,,,,Langford BC,,,,,,"$974,900",3,3,3402 Caldera Crt ,Langford BC,
123,World,M,99.000000000000000,A,"2851 Rita Rd, Victoria, British Columbia, V9B 4A2","2851 Rita Rd, Langford, BC, V9B 4A2, CAN",2851 Rita Rd,PointAddress,,,"2851 Rita Rd, Victoria, British Columbia, V9B 4A2",,,20.000000000000000,,2851,,,,,,,Rita,Rd,,,,,,,,,2851 Rita Rd,,,Station-Centennial Park,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,4A2,CAN,Canada,ENG,0.000000000000000,-123.510270083094994,48.447645482815588,-123.509953163336007,48.447450519747775,-123.510953163336012,-123.508953163336002,48.446450519747778,48.448450519747773,BC,2851 Rita Rd ,,,,Langford BC,,,,,,"$649,000",0,0,2851 Rita Rd ,Langford BC,
124,World,M,99.849999999999994,A,"2661 Deville Rd, Unit 113, Victoria, British Columbia, V9B 0G6","2661 Deville Rd, Unit 113, Victoria, BC, V9B 0G6, CAN","2661 Deville Rd, Unit 113",Subaddress,,,"2661 Deville Rd, Unit 113, Victoria, British Columbia, V9B 0G6",,,20.000000000000000,,2661,,,,,,,Deville,Rd,,,,,,Unit,113,Unit 113,2661 Deville Rd,,,South Millstream,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,0G6,CAN,Canada,ENG,0.000000000000000,-123.499979955842591,48.455115309196998,-123.499444016953674,48.454978013623020,-123.500444016953679,-123.498444016953670,48.453978013623022,48.455978013623017,BC,113-2661 Deville Rd ,,,,Langford BC,,,,,,"$717,000",3,4,113-2661 Deville Rd ,Langford BC,
125,World,M,99.819999999999993,A,"71 Gorge Rd W, Unit 101, Victoria, British Columbia, V9A 1L9","71 Gorge Rd W, Unit 101, Victoria, BC, V9A 1L9, CAN","71 Gorge Rd W, Unit 101",Subaddress,,,"71 Gorge Rd W, Unit 101, Victoria, British Columbia, V9A 1L9",,,20.000000000000000,,71,,,,,,,Gorge,Rd,W,,,,,Unit,101,Unit 101,71 Gorge Rd W,,,Tillicum,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9A,1L9,CAN,Canada,ENG,0.000000000000000,-123.392282977417324,48.444912982380288,-123.392627305999696,48.444298337420577,-123.393627305999701,-123.391627305999691,48.443298337420579,48.445298337420574,BC,101-71 Gorge Rd W ,,,,Saanich BC,,,,,,"$365,000",1,2,101-71 Gorge Rd W ,Saanich BC,
126,World,M,99.849999999999994,A,"3993 Columbine Way, Unit 21, Victoria, British Columbia, V8Z 6Z3","3993 Columbine Way, Unit 21, Victoria, BC, V8Z 6Z3, CAN","3993 Columbine Way, Unit 21",Subaddress,,,"3993 Columbine Way, Unit 21, Victoria, British Columbia, V8Z 6Z3",,,20.000000000000000,,3993,,,,,,,Columbine,Way,,,,,,Unit,21,Unit 21,3993 Columbine Way,,,Carey,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8Z,6Z3,CAN,Canada,ENG,0.000000000000000,-123.391264408543321,48.465572990693829,-123.391076905369331,48.465319438122833,-123.392076905369336,-123.390076905369327,48.464319438122835,48.466319438122831,BC,21-3993 Columbine Way ,,,,Saanich BC,,,,,,"$709,000",3,2,21-3993 Columbine Way ,Saanich BC,
127,World,M,99.170000000000002,A,"5068 Lakeridge Pl, Victoria, British Columbia, V8Y 1W7","5068 Lakeridge Pl, Saanich, BC, V8Y 1W7, CAN",5068 Lakeridge Pl,PointAddress,,,"5068 Lakeridge Pl, Victoria, British Columbia, V8Y 1W7",,,20.000000000000000,,5068,,,,,,,Lakeridge,Pl,,,,,,,,,5068 Lakeridge Pl,,,Cordova Bay,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8Y,1W7,CAN,Canada,ENG,0.000000000000000,-123.381487672860573,48.520546289403256,-123.381754217381484,48.520557185877379,-123.382754217381489,-123.380754217381480,48.519557185877382,48.521557185877377,BC,5068 Lakeridge Pl ,,,,Saanich BC,,,,,,"$1,300,000",3,4,5068 Lakeridge Pl ,Saanich BC,
128,World,M,99.840000000000003,A,"610 Johnson St, Unit 401, Victoria, British Columbia, V8W 1M4","610 Johnson St, Unit 401, Victoria, BC, V8W 1M4, CAN","610 Johnson St, Unit 401",Subaddress,,,"610 Johnson St, Unit 401, Victoria, British Columbia, V8W 1M4",,,20.000000000000000,,610,,,,,,,Johnson,St,,,,,,Unit,401,Unit 401,610 Johnson St,,,Downtown,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8W,1M4,CAN,Canada,ENG,0.000000000000000,-123.366766536313463,48.427441701492057,-123.366734014529143,48.427562987630978,-123.367734014529148,-123.365734014529139,48.426562987630980,48.428562987630976,BC,401-610 Johnson St ,,,,Victoria BC,,,,,,"$1,249,900",2,2,401-610 Johnson St ,Victoria BC,
129,World,M,99.170000000000002,A,"2685 Azalea Lane, Victoria, British Columbia, V9B 0H1","2685 Azalea Lane, Langford, BC, V9B 0H1, CAN",2685 Azalea Lane,PointAddress,,,"2685 Azalea Lane, Victoria, British Columbia, V9B 0H1",,,20.000000000000000,,2685,,,,,,,Azalea,Lane,,,,,,,,,2685 Azalea Lane,,,South Millstream,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,0H1,CAN,Canada,ENG,0.000000000000000,-123.501112099504581,48.454131399492788,-123.500970026245795,48.454092088366906,-123.501970026245800,-123.499970026245791,48.453092088366908,48.455092088366904,BC,2685 Azalea Lane ,,,,Langford BC,,,,,,"$668,000",3,3,2685 Azalea Lane ,Langford BC,
130,World,M,99.200000000000003,A,"5021 Cordova Bay Rd, Victoria, British Columbia, V8Y 2K1","5021 Cordova Bay Rd, Saanich, BC, V8Y 2K1, CAN",5021 Cordova Bay Rd,PointAddress,,,"5021 Cordova Bay Rd, Victoria, British Columbia, V8Y 2K1",,,20.000000000000000,,5021,,,,,,,Cordova Bay,Rd,,,,,,,,,5021 Cordova Bay Rd,,,Cordova Bay,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8Y,2K1,CAN,Canada,ENG,0.000000000000000,-123.366985136348191,48.517688647153662,-123.366580960977160,48.517755199464858,-123.367580960977165,-123.365580960977155,48.516755199464860,48.518755199464856,BC,5021 Cordova Bay Rd ,,,,Saanich BC,,,,,,"$3,495,000",5,4,5021 Cordova Bay Rd ,Saanich BC,
131,World,M,99.849999999999994,A,"3133 Tillicum Rd, Unit 103, Victoria, British Columbia, V9A 2B4","3133 Tillicum Rd, Unit 103, Victoria, BC, V9A 2B4, CAN","3133 Tillicum Rd, Unit 103",Subaddress,,,"3133 Tillicum Rd, Unit 103, Victoria, British Columbia, V9A 2B4",,,20.000000000000000,,3133,,,,,,,Tillicum,Rd,,,,,,Unit,103,Unit 103,3133 Tillicum Rd,,,Tillicum,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9A,2B4,CAN,Canada,ENG,0.000000000000000,-123.394694870055901,48.452809573361961,-123.394424218402435,48.452497012192623,-123.395424218402439,-123.393424218402430,48.451497012192625,48.453497012192621,BC,103-3133 Tillicum Rd ,,,,Saanich BC,,,,,,"$429,000",2,1,103-3133 Tillicum Rd ,Saanich BC,
132,World,M,99.849999999999994,A,"2844 Bryn Maur Rd, Unit 202, Victoria, British Columbia, V9B 3T4","2844 Bryn Maur Rd, Unit 202, Victoria, BC, V9B 3T4, CAN","2844 Bryn Maur Rd, Unit 202",Subaddress,,,"2844 Bryn Maur Rd, Unit 202, Victoria, British Columbia, V9B 3T4",,,20.000000000000000,,2844,,,,,,,Bryn Maur,Rd,,,,,,Unit,202,Unit 202,2844 Bryn Maur Rd,,,South Millstream,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,3T4,CAN,Canada,ENG,0.000000000000000,-123.499552897875958,48.447067760139291,-123.499775018310061,48.447139006316263,-123.500775018310065,-123.498775018310056,48.446139006316265,48.448139006316261,BC,202-2844 Bryn Maur Rd ,,,,Langford BC,,,,,,"$420,000",2,1,202-2844 Bryn Maur Rd ,Langford BC,
133,World,M,99.230000000000004,A,"921 Whirlaway Cres, Victoria, British Columbia, V9B 6W6","921 Whirlaway Cres, Victoria, BC, V9B 6W6, CAN",921 Whirlaway Cres,StreetAddress,,,"921 Whirlaway Cres, Victoria, British Columbia, V9B 6W6",,,20.000000000000000,,921,905,929,905-929,L,,,Whirlaway,Cres,,,,,,,,,921 Whirlaway Cres,,,Millstream-Treanor,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9B,6W6,CAN,Canada,ENG,0.000000000000000,-123.504945620330474,48.455789224679584,-123.504945620330474,48.455789224679584,-123.505945620330479,-123.503945620330470,48.454789224679587,48.456789224679582,BC,921 Whirlaway Cres ,,,,Langford BC,,,,,,"$822,888",4,4,921 Whirlaway Cres ,Langford BC,
134,World,M,94.909999999999997,A,"3404 Salsbury Way, Victoria, British Columbia, V8P","3404 Salsbury Way, Victoria, BC, V8P, CAN",3404 Salsbury Way,StreetAddressExt,,,"3404 Salsbury Way, Victoria, British Columbia, V8P",,,20.000000000000000,,3404,3374,3396,3374-3396,L,,,Salsbury,Way,,,,,,,,,3404 Salsbury Way,,,Quadra,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8P,,CAN,Canada,ENG,0.000000000000000,-123.352599097383987,48.455376259270942,-123.352599097383987,48.455376259270942,-123.353599097383992,-123.351599097383982,48.454376259270944,48.456376259270939,BC,Lot 4-3404 Salsbury Rise ,,,,Saanich BC,,,,,,"$1,399,900",5,4,Lot 4-3404 Salsbury Rise ,Saanich BC,
135,World,M,99.129999999999995,A,"3931 Circle Dr, Victoria, British Columbia, V9C 4A9","3931 Circle Dr, Metchosin, BC, V9C 4A9, CAN",3931 Circle Dr,PointAddress,,,"3931 Circle Dr, Victoria, British Columbia, V9C 4A9",,,20.000000000000000,,3931,,,,,,,Circle,Dr,,,,,,,,,3931 Circle Dr,,,,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9C,4A9,CAN,Canada,ENG,0.000000000000000,-123.508287930632051,48.389021991001876,-123.507896495753855,48.388879498647924,-123.508896495753859,-123.506896495753850,48.387879498647926,48.389879498647922,BC,3931 Circle Dr ,,,,Metchosin BC,,,,,,"$1,599,000",4,2,3931 Circle Dr ,Metchosin BC,
136,World,M,99.840000000000003,A,"620 Toronto St, Unit 704, Victoria, British Columbia, V8V 1P7","620 Toronto St, Unit 704, Victoria, BC, V8V 1P7, CAN","620 Toronto St, Unit 704",Subaddress,,,"620 Toronto St, Unit 704, Victoria, British Columbia, V8V 1P7",,,20.000000000000000,,620,,,,,,,Toronto,St,,,,,,Unit,704,Unit 704,620 Toronto St,,,James Bay,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V8V,1P7,CAN,Canada,ENG,0.000000000000000,-123.367664154324530,48.415787000402787,-123.367690808776615,48.416157396704023,-123.368690808776620,-123.366690808776610,48.415157396704025,48.417157396704020,BC,704-620 Toronto St ,,,,Victoria BC,,,,,,"$467,000",1,1,704-620 Toronto St ,Victoria BC,
137,World,M,98.890000000000001,A,"347 Ivor Rd, Victoria, British Columbia, V9E 2C1","347 Ivor Rd, Saanich, BC, V9E 2C1, CAN",347 Ivor Rd,PointAddress,,,"347 Ivor Rd, Victoria, British Columbia, V9E 2C1",,,20.000000000000000,,347,,,,,,,Ivor,Rd,,,,,,,,,347 Ivor Rd,,,Rural Saanich,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9E,2C1,CAN,Canada,ENG,0.000000000000000,-123.428261793883649,48.491696952139669,-123.428275121109692,48.491111392383971,-123.429275121109697,-123.427275121109687,48.490111392383973,48.492111392383968,BC,347 Ivor Rd ,,,,Saanich BC,,,,,,"$1,449,000",4,2,347 Ivor Rd ,Saanich BC,
138,World,M,99.829999999999998,A,"105 Gorge Rd E, Unit 707, Victoria, British Columbia, V9A 6Z3","105 Gorge Rd E, Unit 707, Victoria, BC, V9A 6Z3, CAN","105 Gorge Rd E, Unit 707",Subaddress,,,"105 Gorge Rd E, Unit 707, Victoria, British Columbia, V9A 6Z3",,,20.000000000000000,,105,,,,,,,Gorge,Rd,E,,,,,Unit,707,Unit 707,105 Gorge Rd E,,,Burnside,,Victoria,,Capital Regional District,British Columbia,BC,,Victoria,V9A,6Z3,CAN,Canada,ENG,0.000000000000000,-123.385930919733809,48.443460356650597,-123.385951706853675,48.443371592295989,-123.386951706853679,-123.384951706853670,48.442371592295991,48.444371592295987,BC,707-105 Gorge Rd E ,,,,Victoria BC,,,,,,"$439,900",1,1,707-105 Gorge Rd E ,Victoria BC,
